id|vocabulary_code|LABEL
NCI/C28175|NCI/C28175|UmlsVocabulary
LNC/LP18427-2|LNC/LP18427-2|UmlsVocabulary
LNC/MTHU027368|LNC/MTHU027368|UmlsVocabulary
MSH/D011761|MSH/D011761|UmlsVocabulary
NCI/C82933|NCI/C82933|UmlsVocabulary
RXNORM/9036|RXNORM/9036|UmlsVocabulary
LNC/LA10392-1|LNC/LA10392-1|UmlsVocabulary
NCI/C81275|NCI/C81275|UmlsVocabulary
LNC/LA22429-7|LNC/LA22429-7|UmlsVocabulary
NCI/C157900|NCI/C157900|UmlsVocabulary
HPO/HP:0100546|HPO/HP:0100546|UmlsVocabulary
MSH/D016893|MSH/D016893|UmlsVocabulary
NCI/C95804|NCI/C95804|UmlsVocabulary
LNC/LP72461-4|LNC/LP72461-4|UmlsVocabulary
MSH/D003971|MSH/D003971|UmlsVocabulary
NCI/C62109|NCI/C62109|UmlsVocabulary
LNC/LP145905-8|LNC/LP145905-8|UmlsVocabulary
LNC/MTHU043316|LNC/MTHU043316|UmlsVocabulary
NCI/C26769|NCI/C26769|UmlsVocabulary
OMIM/MTHU036649|OMIM/MTHU036649|UmlsVocabulary
OMIM/MTHU036933|OMIM/MTHU036933|UmlsVocabulary
OMIM/MTHU037047|OMIM/MTHU037047|UmlsVocabulary
OMIM/MTHU037394|OMIM/MTHU037394|UmlsVocabulary
OMIM/MTHU044954|OMIM/MTHU044954|UmlsVocabulary
OMIM/MTHU067029|OMIM/MTHU067029|UmlsVocabulary
MSH/D008076|MSH/D008076|UmlsVocabulary
MTH/U000272|MTH/U000272|UmlsVocabulary
MTH/U000277|MTH/U000277|UmlsVocabulary
MTH/U000281|MTH/U000281|UmlsVocabulary
MTH/U000286|MTH/U000286|UmlsVocabulary
LNC/LP16891-1|LNC/LP16891-1|UmlsVocabulary
LNC/MTHU019721|LNC/MTHU019721|UmlsVocabulary
MSH/D010959|MSH/D010959|UmlsVocabulary
NCI/C39607|NCI/C39607|UmlsVocabulary
RXNORM/8410|RXNORM/8410|UmlsVocabulary
VANDF/4019319|VANDF/4019319|UmlsVocabulary
VANDF/4019599|VANDF/4019599|UmlsVocabulary
HPO/HP:0012397|HPO/HP:0012397|UmlsVocabulary
ICD9CM/440.0|ICD9CM/440.0|UmlsVocabulary
ICD9CM/589|ICD9CM/589|UmlsVocabulary
ICD9CM/589.9|ICD9CM/589.9|UmlsVocabulary
OMIM/MTHU014939|OMIM/MTHU014939|UmlsVocabulary
OMIM/MTHU018126|OMIM/MTHU018126|UmlsVocabulary
HPO/HP:0030260|HPO/HP:0030260|UmlsVocabulary
OMIM/MTHU007202|OMIM/MTHU007202|UmlsVocabulary
OMIM/MTHU008272|OMIM/MTHU008272|UmlsVocabulary
HPO/HP:0008734|HPO/HP:0008734|UmlsVocabulary
OMIM/MTHU007248|OMIM/MTHU007248|UmlsVocabulary
OMIM/MTHU014772|OMIM/MTHU014772|UmlsVocabulary
OMIM/MTHU017097|OMIM/MTHU017097|UmlsVocabulary
OMIM/MTHU047121|OMIM/MTHU047121|UmlsVocabulary
OMIM/MTHU057069|OMIM/MTHU057069|UmlsVocabulary
RXNORM/71722|RXNORM/71722|UmlsVocabulary
VANDF/4017673|VANDF/4017673|UmlsVocabulary
HPO/HP:0001792|HPO/HP:0001792|UmlsVocabulary
OMIM/MTHU000569|OMIM/MTHU000569|UmlsVocabulary
OMIM/MTHU003747|OMIM/MTHU003747|UmlsVocabulary
OMIM/MTHU012780|OMIM/MTHU012780|UmlsVocabulary
OMIM/MTHU024724|OMIM/MTHU024724|UmlsVocabulary
OMIM/MTHU040638|OMIM/MTHU040638|UmlsVocabulary
HPO/HP:0010628|HPO/HP:0010628|UmlsVocabulary
ICD9CM/351.0|ICD9CM/351.0|UmlsVocabulary
MEDLINEPLUS/1219|MEDLINEPLUS/1219|UmlsVocabulary
MSH/D020330|MSH/D020330|UmlsVocabulary
OMIM/MTHU038530|OMIM/MTHU038530|UmlsVocabulary
OMIM/MTHU058796|OMIM/MTHU058796|UmlsVocabulary
OMIM/MTHU061782|OMIM/MTHU061782|UmlsVocabulary
MTH/U000041|MTH/U000041|UmlsVocabulary
NCI/C61041|NCI/C61041|UmlsVocabulary
NCI/C99524|NCI/C99524|UmlsVocabulary
NCI/C15657|NCI/C15657|UmlsVocabulary
FMA/3786|FMA/3786|UmlsVocabulary
LNC/LP199915-2|LNC/LP199915-2|UmlsVocabulary
LNC/LP29744-7|LNC/LP29744-7|UmlsVocabulary
NCI/C33766|NCI/C33766|UmlsVocabulary
LNC/LP74848-0|LNC/LP74848-0|UmlsVocabulary
LNC/MTHU020868|LNC/MTHU020868|UmlsVocabulary
LNC/LP75305-0|LNC/LP75305-0|UmlsVocabulary
LNC/MTHU020871|LNC/MTHU020871|UmlsVocabulary
LNC/LP74923-1|LNC/LP74923-1|UmlsVocabulary
LNC/MTHU020870|LNC/MTHU020870|UmlsVocabulary
HPO/HP:0004948|HPO/HP:0004948|UmlsVocabulary
OMIM/MTHU023516|OMIM/MTHU023516|UmlsVocabulary
NCI/C99970|NCI/C99970|UmlsVocabulary
HPO/HP:0004955|HPO/HP:0004955|UmlsVocabulary
HPO/HP:0005116|HPO/HP:0005116|UmlsVocabulary
OMIM/MTHU034645|OMIM/MTHU034645|UmlsVocabulary
OMIM/MTHU039803|OMIM/MTHU039803|UmlsVocabulary
OMIM/MTHU039804|OMIM/MTHU039804|UmlsVocabulary
OMIM/MTHU048070|OMIM/MTHU048070|UmlsVocabulary
LNC/LP191595-0|LNC/LP191595-0|UmlsVocabulary
LNC/MTHU048552|LNC/MTHU048552|UmlsVocabulary
LNC/60988-3|LNC/60988-3|UmlsVocabulary
OMIM/MTHU050843|OMIM/MTHU050843|UmlsVocabulary
OMIM/MTHU063247|OMIM/MTHU063247|UmlsVocabulary
HPO/HP:0025428|HPO/HP:0025428|UmlsVocabulary
MSH/D001986|MSH/D001986|UmlsVocabulary
NCI/C34439|NCI/C34439|UmlsVocabulary
OMIM/MTHU001731|OMIM/MTHU001731|UmlsVocabulary
MTH/U000030|MTH/U000030|UmlsVocabulary
MTH/U000090|MTH/U000090|UmlsVocabulary
MTH/U000152|MTH/U000152|UmlsVocabulary
ICD9CM/V45.11|ICD9CM/V45.11|UmlsVocabulary
VANDF/4029901|VANDF/4029901|UmlsVocabulary
VANDF/4027698|VANDF/4027698|UmlsVocabulary
NCI/C80468|NCI/C80468|UmlsVocabulary
NCI/C80469|NCI/C80469|UmlsVocabulary
NCI/C120597|NCI/C120597|UmlsVocabulary
MSH/C109794|MSH/C109794|UmlsVocabulary
LNC/LP7651-5|LNC/LP7651-5|UmlsVocabulary
LNC/MTHU009363|LNC/MTHU009363|UmlsVocabulary
NCI/C128361|NCI/C128361|UmlsVocabulary
NCI/C150895|NCI/C150895|UmlsVocabulary
HPO/HP:0001396|HPO/HP:0001396|UmlsVocabulary
ICD9CM/576.2|ICD9CM/576.2|UmlsVocabulary
MSH/D002779|MSH/D002779|UmlsVocabulary
NCI/C83006|NCI/C83006|UmlsVocabulary
OMIM/MTHU001311|OMIM/MTHU001311|UmlsVocabulary
LNC/LA21780-4|LNC/LA21780-4|UmlsVocabulary
MSH/D002821|MSH/D002821|UmlsVocabulary
NCI/C26720|NCI/C26720|UmlsVocabulary
NCI/C92796|NCI/C92796|UmlsVocabulary
NCI/C92822|NCI/C92822|UmlsVocabulary
OMIM/191170|OMIM/191170|UmlsVocabulary
ICD9CM/93.9|ICD9CM/93.9|UmlsVocabulary
LNC/LA9491-7|LNC/LA9491-7|UmlsVocabulary
LNC/LP30244-5|LNC/LP30244-5|UmlsVocabulary
LNC/LP32921-6|LNC/LP32921-6|UmlsVocabulary
LNC/LP76077-4|LNC/LP76077-4|UmlsVocabulary
LNC/LP98459-8|LNC/LP98459-8|UmlsVocabulary
LNC/MTHU012786|LNC/MTHU012786|UmlsVocabulary
LNC/MTHU015440|LNC/MTHU015440|UmlsVocabulary
LNC/MTHU035239|LNC/MTHU035239|UmlsVocabulary
NCI/C15322|NCI/C15322|UmlsVocabulary
LNC/LP29692-8|LNC/LP29692-8|UmlsVocabulary
LNC/MTHU000146|LNC/MTHU000146|UmlsVocabulary
MSH/D014611|MSH/D014611|UmlsVocabulary
NCI/C15346|NCI/C15346|UmlsVocabulary
MSH/D065467|MSH/D065467|UmlsVocabulary
NCI/C100022|NCI/C100022|UmlsVocabulary
NCI/C158018|NCI/C158018|UmlsVocabulary
NCI/C164099|NCI/C164099|UmlsVocabulary
ICD9CM/69.0|ICD9CM/69.0|UmlsVocabulary
LNC/LA28214-7|LNC/LA28214-7|UmlsVocabulary
MSH/D004107|MSH/D004107|UmlsVocabulary
NCI/C15226|NCI/C15226|UmlsVocabulary
ICD9CM/68.12|ICD9CM/68.12|UmlsVocabulary
MSH/D015907|MSH/D015907|UmlsVocabulary
NCI/C148437|NCI/C148437|UmlsVocabulary
MSH/D063186|MSH/D063186|UmlsVocabulary
NCI/C51645|NCI/C51645|UmlsVocabulary
FMA/18076|FMA/18076|UmlsVocabulary
NCI/C32514|NCI/C32514|UmlsVocabulary
MTH/611|MTH/611|UmlsVocabulary
NCI/C34524|NCI/C34524|UmlsVocabulary
LNC/LP208669-4|LNC/LP208669-4|UmlsVocabulary
LNC/LP35677-1|LNC/LP35677-1|UmlsVocabulary
LNC/LP35683-9|LNC/LP35683-9|UmlsVocabulary
LNC/MTHU047710|LNC/MTHU047710|UmlsVocabulary
MSH/D000241|MSH/D000241|UmlsVocabulary
NCI/C207|NCI/C207|UmlsVocabulary
RXNORM/296|RXNORM/296|UmlsVocabulary
VANDF/4019507|VANDF/4019507|UmlsVocabulary
HPO/HP:0012151|HPO/HP:0012151|UmlsVocabulary
MSH/D006491|MSH/D006491|UmlsVocabulary
NCI/C50582|NCI/C50582|UmlsVocabulary
MEDLINEPLUS/4627|MEDLINEPLUS/4627|UmlsVocabulary
MSH/D010995|MSH/D010995|UmlsVocabulary
NCI/C26859|NCI/C26859|UmlsVocabulary
MSH/D010997|MSH/D010997|UmlsVocabulary
NCI/C3332|NCI/C3332|UmlsVocabulary
NCI/C63130|NCI/C63130|UmlsVocabulary
MSH/D003013|MSH/D003013|UmlsVocabulary
NCBI/1485|NCBI/1485|UmlsVocabulary
NCBI/2044939|NCBI/2044939|UmlsVocabulary
NCI/C76275|NCI/C76275|UmlsVocabulary
HPO/HP:0031292|HPO/HP:0031292|UmlsVocabulary
NCI/C99093|NCI/C99093|UmlsVocabulary
OMIM/MTHU047577|OMIM/MTHU047577|UmlsVocabulary
ICD9CM/86.4|ICD9CM/86.4|UmlsVocabulary
HPO/HP:0003073|HPO/HP:0003073|UmlsVocabulary
MSH/D034141|MSH/D034141|UmlsVocabulary
NCI/C37972|NCI/C37972|UmlsVocabulary
OMIM/MTHU000014|OMIM/MTHU000014|UmlsVocabulary
LNC/LP189364-5|LNC/LP189364-5|UmlsVocabulary
MSH/D000080908|MSH/D000080908|UmlsVocabulary
MSH/D005880|MSH/D005880|UmlsVocabulary
NCI/C92593|NCI/C92593|UmlsVocabulary
HPO/HP:0005881|HPO/HP:0005881|UmlsVocabulary
ICD9CM/338.4|ICD9CM/338.4|UmlsVocabulary
FMA/3960|FMA/3960|UmlsVocabulary
LNC/LP249180-3|LNC/LP249180-3|UmlsVocabulary
MSH/D008323|MSH/D008323|UmlsVocabulary
NCI/C52941|NCI/C52941|UmlsVocabulary
FMA/4729|FMA/4729|UmlsVocabulary
FMA/70835|FMA/70835|UmlsVocabulary
NCI/C32854|NCI/C32854|UmlsVocabulary
LNC/LA30522-9|LNC/LA30522-9|UmlsVocabulary
HPO/HP:0000454|HPO/HP:0000454|UmlsVocabulary
HPO/HP:0030863|HPO/HP:0030863|UmlsVocabulary
NCI/C87099|NCI/C87099|UmlsVocabulary
OMIM/MTHU021851|OMIM/MTHU021851|UmlsVocabulary
OMIM/MTHU034202|OMIM/MTHU034202|UmlsVocabulary
OMIM/MTHU049371|OMIM/MTHU049371|UmlsVocabulary
OMIM/MTHU058702|OMIM/MTHU058702|UmlsVocabulary
OMIM/MTHU058703|OMIM/MTHU058703|UmlsVocabulary
FMA/14665|FMA/14665|UmlsVocabulary
FMA/79646|FMA/79646|UmlsVocabulary
LNC/LP7055-9|LNC/LP7055-9|UmlsVocabulary
LNC/MTHU024380|LNC/MTHU024380|UmlsVocabulary
MSH/D001659|MSH/D001659|UmlsVocabulary
NCI/C12678|NCI/C12678|UmlsVocabulary
OMIM/MTHU003422|OMIM/MTHU003422|UmlsVocabulary
FMA/14812|FMA/14812|UmlsVocabulary
FMA/50737|FMA/50737|UmlsVocabulary
LNC/LP248583-9|LNC/LP248583-9|UmlsVocabulary
LNC/LP249105-0|LNC/LP249105-0|UmlsVocabulary
LNC/LP29883-3|LNC/LP29883-3|UmlsVocabulary
LNC/LP7124-3|LNC/LP7124-3|UmlsVocabulary
LNC/MTHU024366|LNC/MTHU024366|UmlsVocabulary
LNC/MTHU055517|LNC/MTHU055517|UmlsVocabulary
MSH/D002445|MSH/D002445|UmlsVocabulary
NCI/C52846|NCI/C52846|UmlsVocabulary
HPO/HP:0009792|HPO/HP:0009792|UmlsVocabulary
NCI/C3403|NCI/C3403|UmlsVocabulary
MSH/C005090|MSH/C005090|UmlsVocabulary
NCI/C96349|NCI/C96349|UmlsVocabulary
MSH/C003954|MSH/C003954|UmlsVocabulary
MSH/C005269|MSH/C005269|UmlsVocabulary
HPO/HP:0010788|HPO/HP:0010788|UmlsVocabulary
ICD9CM/186|ICD9CM/186|UmlsVocabulary
MEDLINEPLUS/434|MEDLINEPLUS/434|UmlsVocabulary
MSH/D013736|MSH/D013736|UmlsVocabulary
NCI/C7251|NCI/C7251|UmlsVocabulary
FMA/7393|FMA/7393|UmlsVocabulary
NCI/C117875|NCI/C117875|UmlsVocabulary
NCI/C9063|NCI/C9063|UmlsVocabulary
NCI/C107327|NCI/C107327|UmlsVocabulary
RXNORM/1307681|RXNORM/1307681|UmlsVocabulary
RXNORM/1426332|RXNORM/1426332|UmlsVocabulary
LNC/LP65105-6|LNC/LP65105-6|UmlsVocabulary
MSH/D002511|MSH/D002511|UmlsVocabulary
NCI/C357|NCI/C357|UmlsVocabulary
FMA/12771|FMA/12771|UmlsVocabulary
RXNORM/1372723|RXNORM/1372723|UmlsVocabulary
FMA/72973|FMA/72973|UmlsVocabulary
MSH/C562602|MSH/C562602|UmlsVocabulary
OMIM/182380|OMIM/182380|UmlsVocabulary
OMIM/606824|OMIM/606824|UmlsVocabulary
LNC/65551-4|LNC/65551-4|UmlsVocabulary
LNC/LA4072-0|LNC/LA4072-0|UmlsVocabulary
MSH/D000070601|MSH/D000070601|UmlsVocabulary
HPO/HP:0012228|HPO/HP:0012228|UmlsVocabulary
ICD9CM/307.81|ICD9CM/307.81|UmlsVocabulary
ICD9CM/339.1|ICD9CM/339.1|UmlsVocabulary
ICD9CM/339.10|ICD9CM/339.10|UmlsVocabulary
LNC/LA15136-7|LNC/LA15136-7|UmlsVocabulary
LNC/LA15139-1|LNC/LA15139-1|UmlsVocabulary
MSH/D018781|MSH/D018781|UmlsVocabulary
NCI/C117070|NCI/C117070|UmlsVocabulary
MSH/D008721|MSH/D008721|UmlsVocabulary
NCI/C29252|NCI/C29252|UmlsVocabulary
RXNORM/202955|RXNORM/202955|UmlsVocabulary
HGNC/HGNC:6369|HGNC/HGNC:6369|UmlsVocabulary
OMIM/605644|OMIM/605644|UmlsVocabulary
FMA/82738|FMA/82738|UmlsVocabulary
LNC/LP14488-8|LNC/LP14488-8|UmlsVocabulary
LNC/MTHU010738|LNC/MTHU010738|UmlsVocabulary
MSH/D005227|MSH/D005227|UmlsVocabulary
NCI/C492|NCI/C492|UmlsVocabulary
VANDF/4020526|VANDF/4020526|UmlsVocabulary
MSH/D005233|MSH/D005233|UmlsVocabulary
MSH/C001634|MSH/C001634|UmlsVocabulary
MSH/C015211|MSH/C015211|UmlsVocabulary
LNC/LP188670-6|LNC/LP188670-6|UmlsVocabulary
LNC/LP94521-9|LNC/LP94521-9|UmlsVocabulary
LNC/MTHU031532|LNC/MTHU031532|UmlsVocabulary
MSH/D056865|MSH/D056865|UmlsVocabulary
NCI/C117976|NCI/C117976|UmlsVocabulary
MSH/C096354|MSH/C096354|UmlsVocabulary
MSH/C475462|MSH/C475462|UmlsVocabulary
MSH/C475463|MSH/C475463|UmlsVocabulary
MSH/C491629|MSH/C491629|UmlsVocabulary
LNC/50064-5|LNC/50064-5|UmlsVocabulary
LNC/LA4173-6|LNC/LA4173-6|UmlsVocabulary
FMA/42983|FMA/42983|UmlsVocabulary
GO/GO:0042640|GO/GO:0042640|UmlsVocabulary
FMA/63957|FMA/63957|UmlsVocabulary
LNC/LP268116-3|LNC/LP268116-3|UmlsVocabulary
RXNORM/491666|RXNORM/491666|UmlsVocabulary
VANDF/4029070|VANDF/4029070|UmlsVocabulary
NCI/C82679|NCI/C82679|UmlsVocabulary
FMA/25051|FMA/25051|UmlsVocabulary
LNC/LP221479-1|LNC/LP221479-1|UmlsVocabulary
LNC/LP34438-9|LNC/LP34438-9|UmlsVocabulary
OMIM/MTHU013374|OMIM/MTHU013374|UmlsVocabulary
NCI/C105710|NCI/C105710|UmlsVocabulary
MSH/C042973|MSH/C042973|UmlsVocabulary
ICD9CM/197.0|ICD9CM/197.0|UmlsVocabulary
NCI/C3577|NCI/C3577|UmlsVocabulary
NCI/C28743|NCI/C28743|UmlsVocabulary
NCI/C8925|NCI/C8925|UmlsVocabulary
VANDF/4027811|VANDF/4027811|UmlsVocabulary
FMA/23028|FMA/23028|UmlsVocabulary
HPO/HP:0001953|HPO/HP:0001953|UmlsVocabulary
ICD9CM/250.1|ICD9CM/250.1|UmlsVocabulary
MSH/D016883|MSH/D016883|UmlsVocabulary
NCI/C50530|NCI/C50530|UmlsVocabulary
OMIM/MTHU010100|OMIM/MTHU010100|UmlsVocabulary
MSH/D000077555|MSH/D000077555|UmlsVocabulary
NCI/C48003|NCI/C48003|UmlsVocabulary
RXNORM/22584|RXNORM/22584|UmlsVocabulary
MEDLINEPLUS/3878|MEDLINEPLUS/3878|UmlsVocabulary
MSH/D011040|MSH/D011040|UmlsVocabulary
HPO/HP:0040186|HPO/HP:0040186|UmlsVocabulary
LNC/LP247923-8|LNC/LP247923-8|UmlsVocabulary
LNC/MTHU056457|LNC/MTHU056457|UmlsVocabulary
NCI/C75579|NCI/C75579|UmlsVocabulary
OMIM/MTHU071963|OMIM/MTHU071963|UmlsVocabulary
RXNORM/1351000|RXNORM/1351000|UmlsVocabulary
LNC/LA17141-5|LNC/LA17141-5|UmlsVocabulary
FMA/60992|FMA/60992|UmlsVocabulary
NCI/C32724|NCI/C32724|UmlsVocabulary
FMA/62516|FMA/62516|UmlsVocabulary
NCI/C12475|NCI/C12475|UmlsVocabulary
ICD9CM/173.01|ICD9CM/173.01|UmlsVocabulary
NCI/C48043|NCI/C48043|UmlsVocabulary
NCI/C47937|NCI/C47937|UmlsVocabulary
ICD9CM/173.11|ICD9CM/173.11|UmlsVocabulary
ICD9CM/173.21|ICD9CM/173.21|UmlsVocabulary
ICD9CM/173.51|ICD9CM/173.51|UmlsVocabulary
ICD9CM/173.91|ICD9CM/173.91|UmlsVocabulary
OMIM/MTHU063785|OMIM/MTHU063785|UmlsVocabulary
FMA/224012|FMA/224012|UmlsVocabulary
NCI/C94969|NCI/C94969|UmlsVocabulary
MSH/D000275|MSH/D000275|UmlsVocabulary
ICD9CM/300.11|ICD9CM/300.11|UmlsVocabulary
MSH/D003291|MSH/D003291|UmlsVocabulary
HPO/HP:0032940|HPO/HP:0032940|UmlsVocabulary
ICD9CM/300.15|ICD9CM/300.15|UmlsVocabulary
NCI/C92197|NCI/C92197|UmlsVocabulary
MSH/D001733|MSH/D001733|UmlsVocabulary
OMIM/MTHU048427|OMIM/MTHU048427|UmlsVocabulary
NCI/C172321|NCI/C172321|UmlsVocabulary
HPO/HP:0100845|HPO/HP:0100845|UmlsVocabulary
MEDLINEPLUS/6257|MEDLINEPLUS/6257|UmlsVocabulary
MSH/D000707|MSH/D000707|UmlsVocabulary
NCI/C50460|NCI/C50460|UmlsVocabulary
ICD9CM/696.0|ICD9CM/696.0|UmlsVocabulary
MEDLINEPLUS/6159|MEDLINEPLUS/6159|UmlsVocabulary
MSH/D015535|MSH/D015535|UmlsVocabulary
NCI/C61277|NCI/C61277|UmlsVocabulary
OMIM/MTHU068350|OMIM/MTHU068350|UmlsVocabulary
HPO/HP:0025127|HPO/HP:0025127|UmlsVocabulary
ICD9CM/702.0|ICD9CM/702.0|UmlsVocabulary
MSH/D055623|MSH/D055623|UmlsVocabulary
MTH/U003215|MTH/U003215|UmlsVocabulary
NCI/C3148|NCI/C3148|UmlsVocabulary
OMIM/MTHU025673|OMIM/MTHU025673|UmlsVocabulary
HPO/HP:0031287|HPO/HP:0031287|UmlsVocabulary
ICD9CM/702.1|ICD9CM/702.1|UmlsVocabulary
MSH/D017492|MSH/D017492|UmlsVocabulary
NCI/C9006|NCI/C9006|UmlsVocabulary
OMIM/182000|OMIM/182000|UmlsVocabulary
MEDLINEPLUS/4491|MEDLINEPLUS/4491|UmlsVocabulary
MSH/D009506|MSH/D009506|UmlsVocabulary
OMIM/MTHU016869|OMIM/MTHU016869|UmlsVocabulary
HPO/HP:0001051|HPO/HP:0001051|UmlsVocabulary
ICD9CM/690.1|ICD9CM/690.1|UmlsVocabulary
ICD9CM/690.10|ICD9CM/690.10|UmlsVocabulary
ICD9CM/706.3|ICD9CM/706.3|UmlsVocabulary
MEDLINEPLUS/6410|MEDLINEPLUS/6410|UmlsVocabulary
MSH/D012628|MSH/D012628|UmlsVocabulary
MTH/670|MTH/670|UmlsVocabulary
NCI/C111888|NCI/C111888|UmlsVocabulary
OMIM/MTHU011118|OMIM/MTHU011118|UmlsVocabulary
OMIM/MTHU025960|OMIM/MTHU025960|UmlsVocabulary
HPO/HP:0008069|HPO/HP:0008069|UmlsVocabulary
MSH/D012878|MSH/D012878|UmlsVocabulary
MTH/102|MTH/102|UmlsVocabulary
MTH/685|MTH/685|UmlsVocabulary
MTH/686|MTH/686|UmlsVocabulary
NCI/C3372|NCI/C3372|UmlsVocabulary
OMIM/MTHU065397|OMIM/MTHU065397|UmlsVocabulary
MSH/C048737|MSH/C048737|UmlsVocabulary
MSH/D016613|MSH/D016613|UmlsVocabulary
MSH/C074497|MSH/C074497|UmlsVocabulary
MSH/C076832|MSH/C076832|UmlsVocabulary
MSH/D018330|MSH/D018330|UmlsVocabulary
NCI/C3804|NCI/C3804|UmlsVocabulary
MSH/C535669|MSH/C535669|UmlsVocabulary
MSH/D010787|MSH/D010787|UmlsVocabulary
NCI/C4299|NCI/C4299|UmlsVocabulary
NCI/C35435|NCI/C35435|UmlsVocabulary
OMIM/MTHU022917|OMIM/MTHU022917|UmlsVocabulary
MSH/C566780|MSH/C566780|UmlsVocabulary
OMIM/174770|OMIM/174770|UmlsVocabulary
LNC/LA7207-9|LNC/LA7207-9|UmlsVocabulary
LNC/LP32917-4|LNC/LP32917-4|UmlsVocabulary
NCI/C39766|NCI/C39766|UmlsVocabulary
NCI/C125002|NCI/C125002|UmlsVocabulary
MSH/C439610|MSH/C439610|UmlsVocabulary
MSH/C551443|MSH/C551443|UmlsVocabulary
RXNORM/1371912|RXNORM/1371912|UmlsVocabulary
MSH/C000589078|MSH/C000589078|UmlsVocabulary
LNC/LA15821-4|LNC/LA15821-4|UmlsVocabulary
MSH/D014014|MSH/D014014|UmlsVocabulary
MSH/D015625|MSH/D015625|UmlsVocabulary
NCI/C128638|NCI/C128638|UmlsVocabulary
NCI/C62219|NCI/C62219|UmlsVocabulary
NCI/C85840|NCI/C85840|UmlsVocabulary
MSH/D001684|MSH/D001684|UmlsVocabulary
ICD9CM/33.5|ICD9CM/33.5|UmlsVocabulary
ICD9CM/33.50|ICD9CM/33.50|UmlsVocabulary
LNC/LA25534-1|LNC/LA25534-1|UmlsVocabulary
LNC/LA28293-1|LNC/LA28293-1|UmlsVocabulary
MEDLINEPLUS/312|MEDLINEPLUS/312|UmlsVocabulary
MSH/D016040|MSH/D016040|UmlsVocabulary
NCI/C15274|NCI/C15274|UmlsVocabulary
LNC/LP36771-1|LNC/LP36771-1|UmlsVocabulary
LNC/MTHU000173|LNC/MTHU000173|UmlsVocabulary
MEDLINEPLUS/1462|MEDLINEPLUS/1462|UmlsVocabulary
MSH/D016377|MSH/D016377|UmlsVocabulary
NCI/C15289|NCI/C15289|UmlsVocabulary
ICD9CM/52.8|ICD9CM/52.8|UmlsVocabulary
ICD9CM/52.80|ICD9CM/52.80|UmlsVocabulary
MEDLINEPLUS/352|MEDLINEPLUS/352|UmlsVocabulary
MSH/D016035|MSH/D016035|UmlsVocabulary
NCI/C15293|NCI/C15293|UmlsVocabulary
MSH/D014184|MSH/D014184|UmlsVocabulary
MTH/U002320|MTH/U002320|UmlsVocabulary
NCI/C51673|NCI/C51673|UmlsVocabulary
MSH/C013830|MSH/C013830|UmlsVocabulary
LNC/LP36499-9|LNC/LP36499-9|UmlsVocabulary
LNC/MTHU019665|LNC/MTHU019665|UmlsVocabulary
MTH/U003488|MTH/U003488|UmlsVocabulary
FMA/45285|FMA/45285|UmlsVocabulary
NCI/C150855|NCI/C150855|UmlsVocabulary
MSH/C114835|MSH/C114835|UmlsVocabulary
MSH/D008272|MSH/D008272|UmlsVocabulary
NCI/C47591|NCI/C47591|UmlsVocabulary
RXNORM/258054|RXNORM/258054|UmlsVocabulary
MSH/C000679670|MSH/C000679670|UmlsVocabulary
NCBI/131543|NCBI/131543|UmlsVocabulary
GO/GO:0016021|GO/GO:0016021|UmlsVocabulary
NCI/C16180|NCI/C16180|UmlsVocabulary
LNC/LP6732-4|LNC/LP6732-4|UmlsVocabulary
NCI/C16034|NCI/C16034|UmlsVocabulary
VANDF/4026508|VANDF/4026508|UmlsVocabulary
VANDF/4026523|VANDF/4026523|UmlsVocabulary
VANDF/4026522|VANDF/4026522|UmlsVocabulary
ICD9CM/48.5|ICD9CM/48.5|UmlsVocabulary
NCI/C91826|NCI/C91826|UmlsVocabulary
RXNORM/999736|RXNORM/999736|UmlsVocabulary
NCI/C93345|NCI/C93345|UmlsVocabulary
MSH/C564092|MSH/C564092|UmlsVocabulary
OMIM/300843|OMIM/300843|UmlsVocabulary
GO/GO:0036419|GO/GO:0036419|UmlsVocabulary
MSH/C000658781|MSH/C000658781|UmlsVocabulary
NCBI/1631648|NCBI/1631648|UmlsVocabulary
FMA/265256|FMA/265256|UmlsVocabulary
MSH/D000290|MSH/D000290|UmlsVocabulary
NCI/C12321|NCI/C12321|UmlsVocabulary
MSH/D043925|MSH/D043925|UmlsVocabulary
MSH/D001277|MSH/D001277|UmlsVocabulary
MSH/D001388|MSH/D001388|UmlsVocabulary
NCI/C292|NCI/C292|UmlsVocabulary
ICD9CM/136.1|ICD9CM/136.1|UmlsVocabulary
LNC/LA17787-5|LNC/LA17787-5|UmlsVocabulary
MEDLINEPLUS/1084|MEDLINEPLUS/1084|UmlsVocabulary
MSH/D001528|MSH/D001528|UmlsVocabulary
NCI/C34416|NCI/C34416|UmlsVocabulary
OMIM/109650|OMIM/109650|UmlsVocabulary
LNC/LA18089-5|LNC/LA18089-5|UmlsVocabulary
LNC/LP173689-3|LNC/LP173689-3|UmlsVocabulary
LNC/MTHU047384|LNC/MTHU047384|UmlsVocabulary
MSH/D001685|MSH/D001685|UmlsVocabulary
NCI/C307|NCI/C307|UmlsVocabulary
LNC/LP31623-9|LNC/LP31623-9|UmlsVocabulary
LNC/LP32810-1|LNC/LP32810-1|UmlsVocabulary
MSH/D001779|MSH/D001779|UmlsVocabulary
NCI/C16354|NCI/C16354|UmlsVocabulary
