id|entity_id|LABEL|preferred_term
UMLS/C1420505|UMLS/C1420505|UmlsEntity|STX8 gene
UMLS/C1427618|UMLS/C1427618|UmlsEntity|THEMIS gene
UMLS/C0009558|UMLS/C0009558|UmlsEntity|Completion pneumonectomy
UMLS/C0015250|UMLS/C0015250|UmlsEntity|Complete excision
UMLS/C0176996|UMLS/C0176996|UmlsEntity|Total nephrectomy
UMLS/C0221839|UMLS/C0221839|UmlsEntity|elastics (orthodontic bands)
UMLS/C1184473|UMLS/C1184473|UmlsEntity|Sternocleidomastoid region
UMLS/C1399793|UMLS/C1399793|UmlsEntity|skin fold (abnormality)
UMLS/C1707833|UMLS/C1707833|UmlsEntity|Dura Mater Nick Cut Or Tear
UMLS/C2315222|UMLS/C2315222|UmlsEntity|Sinorhizobium arboris
UMLS/C2316930|UMLS/C2316930|UmlsEntity|Sinorhizobium kostiense
UMLS/C0020985|UMLS/C0020985|UmlsEntity|Immunoblotting
UMLS/C0023740|UMLS/C0023740|UmlsEntity|Structure of lingual nerve
UMLS/C0025061|UMLS/C0025061|UmlsEntity|Mediastinal Diseases
UMLS/C0025066|UMLS/C0025066|UmlsEntity|Mediastinum
UMLS/C0224159|UMLS/C0224159|UmlsEntity|Structure of mylohyoid muscle
UMLS/C0224163|UMLS/C0224163|UmlsEntity|Omohyoid muscle structure
UMLS/C0226109|UMLS/C0226109|UmlsEntity|Structure of facial artery
UMLS/C0228807|UMLS/C0228807|UmlsEntity|Structure of fila radicularia of spinal nerve
UMLS/C0229063|UMLS/C0229063|UmlsEntity|Structure of submaxillary ganglion
UMLS/C0229743|UMLS/C0229743|UmlsEntity|Infraclavicular lymph node group
UMLS/C0230034|UMLS/C0230034|UmlsEntity|Submental region
UMLS/C0447042|UMLS/C0447042|UmlsEntity|Structure of transverse cervical artery
UMLS/C0448345|UMLS/C0448345|UmlsEntity|Hyoid Muscle
UMLS/C0489443|UMLS/C0489443|UmlsEntity|Biliary drain site
UMLS/C0489608|UMLS/C0489608|UmlsEntity|Peritoneal drain site
UMLS/C0489656|UMLS/C0489656|UmlsEntity|Synovial drain site
UMLS/C0489669|UMLS/C0489669|UmlsEntity|Wound drain site
UMLS/C0931862|UMLS/C0931862|UmlsEntity|Infraclavicular fossa
UMLS/C0949626|UMLS/C0949626|UmlsEntity|Second Look Surgery
UMLS/C1517067|UMLS/C1517067|UmlsEntity|Extranodal
UMLS/C1522718|UMLS/C1522718|UmlsEntity|Mediastinal
UMLS/C4012013|UMLS/C4012013|UmlsEntity|'Droopy' face
UMLS/C4037971|UMLS/C4037971|UmlsEntity|Chest>Mediastinum
UMLS/C4684527|UMLS/C4684527|UmlsEntity|Supraclavicular Fossa
UMLS/C4687952|UMLS/C4687952|UmlsEntity|Qualitative Histopathologic Examination
UMLS/C4723176|UMLS/C4723176|UmlsEntity|DRESSING,XCELL BIOSYN 3.5IN X 3.5IN
UMLS/C5197833|UMLS/C5197833|UmlsEntity|Marginal Mandibular Nerve
UMLS/C0528249|UMLS/C0528249|UmlsEntity|Humalog
UMLS/C0876064|UMLS/C0876064|UmlsEntity|Lantus
UMLS/C2346647|UMLS/C2346647|UmlsEntity|Lansky Performance Status 70
UMLS/C3841870|UMLS/C3841870|UmlsEntity|No, not really
UMLS/C3843778|UMLS/C3843778|UmlsEntity|70 or older
UMLS/C0003501|UMLS/C0003501|UmlsEntity|Aortic valve structure
UMLS/C0077482|UMLS/C0077482|UmlsEntity|tubliseal
UMLS/C0077949|UMLS/C0077949|UmlsEntity|Uvio Seal
UMLS/C0208879|UMLS/C0208879|UmlsEntity|Visar Seal
UMLS/C0225630|UMLS/C0225630|UmlsEntity|Left main bronchus structure
UMLS/C0226447|UMLS/C0226447|UmlsEntity|Structure of right femoral artery
UMLS/C0613366|UMLS/C0613366|UmlsEntity|Dura-Seal
UMLS/C0917907|UMLS/C0917907|UmlsEntity|Nuva-Seal
UMLS/C1261316|UMLS/C1261316|UmlsEntity|Right coronary artery structure
UMLS/C1880089|UMLS/C1880089|UmlsEntity|Circumflex
UMLS/C3541347|UMLS/C3541347|UmlsEntity|Distal Left Anterior Descending Artery
UMLS/C3640698|UMLS/C3640698|UmlsEntity|Mid-Left Anterior Descending Artery
UMLS/C3640705|UMLS/C3640705|UmlsEntity|Proximal Left Anterior Descending Artery
UMLS/C3898617|UMLS/C3898617|UmlsEntity|Left Anterior Descending Artery Ostium
UMLS/C4533215|UMLS/C4533215|UmlsEntity|Chest>Aortic valve
UMLS/C0021658|UMLS/C0021658|UmlsEntity|insulin isophane
UMLS/C0046449|UMLS/C0046449|UmlsEntity|2-nitrophenylhydrazine
UMLS/C0056590|UMLS/C0056590|UmlsEntity|cupferron
UMLS/C0087068|UMLS/C0087068|UmlsEntity|99mTc-Human Serum Albumin
UMLS/C0152020|UMLS/C0152020|UmlsEntity|Gastroparesis
UMLS/C0235027|UMLS/C0235027|UmlsEntity|Neurological findings abnormal
UMLS/C0256611|UMLS/C0256611|UmlsEntity|EPC-NPH
UMLS/C0398738|UMLS/C0398738|UmlsEntity|Leukocyte adhesion deficiency type 1
UMLS/C2709148|UMLS/C2709148|UmlsEntity|Hepatic function 1996 panel
UMLS/C2709149|UMLS/C2709149|UmlsEntity|Hepatic function 2000 panel
UMLS/C3537196|UMLS/C3537196|UmlsEntity|CT-47098
UMLS/C4054335|UMLS/C4054335|UmlsEntity|Normal Range Comparison Result
UMLS/C0229754|UMLS/C0229754|UmlsEntity|Paratracheal lymph node group
UMLS/C0008819|UMLS/C0008819|UmlsEntity|Male Circumcision
UMLS/C0029189|UMLS/C0029189|UmlsEntity|Orchiectomy
UMLS/C0037856|UMLS/C0037856|UmlsEntity|Spermatic Cord Torsion
UMLS/C0039591|UMLS/C0039591|UmlsEntity|Pain in testicle
UMLS/C0194916|UMLS/C0194916|UmlsEntity|Fixation of contralateral testis
UMLS/C0263491|UMLS/C0263491|UmlsEntity|Pili Torti
UMLS/C0332989|UMLS/C0332989|UmlsEntity|Appendix of testis
UMLS/C0371186|UMLS/C0371186|UmlsEntity|Decompression fasciotomy, thigh and/or knee, multiple compartments; with debridement of nonviable muscle and/or nerve
UMLS/C0589036|UMLS/C0589036|UmlsEntity|Skeletal fixation procedure
UMLS/C0856776|UMLS/C0856776|UmlsEntity|Twisted knee
UMLS/C4263639|UMLS/C4263639|UmlsEntity|Multisection for torsion
UMLS/C0042075|UMLS/C0042075|UmlsEntity|Urologic Diseases
UMLS/C0751974|UMLS/C0751974|UmlsEntity|Respiratory Mucosa
UMLS/C1150864|UMLS/C1150864|UmlsEntity|citrate (SI)-synthase activity
UMLS/C0127096|UMLS/C0127096|UmlsEntity|Maxzide
UMLS/C0007273|UMLS/C0007273|UmlsEntity|Carotid Artery Diseases
UMLS/C0014806|UMLS/C0014806|UmlsEntity|erythromycin
UMLS/C0020540|UMLS/C0020540|UmlsEntity|Malignant Hypertension
UMLS/C0024588|UMLS/C0024588|UmlsEntity|Malignant essential hypertension
UMLS/C0160704|UMLS/C0160704|UmlsEntity|Injury abdominal aorta
UMLS/C0302465|UMLS/C0302465|UmlsEntity|Dissecting Abdominal Aortic Aneurysm
UMLS/C0392473|UMLS/C0392473|UmlsEntity|Thrombosis of abdominal aorta
UMLS/C0721242|UMLS/C0721242|UmlsEntity|Klor-Con
UMLS/C0740651|UMLS/C0740651|UmlsEntity|Abdominal symptom
UMLS/C0741156|UMLS/C0741156|UmlsEntity|Abdominal aorta, calcification of
UMLS/C1704763|UMLS/C1704763|UmlsEntity|B Vitamin Family
UMLS/C1844925|UMLS/C1844925|UmlsEntity|Cervical spinal canal stenosis
UMLS/C3714647|UMLS/C3714647|UmlsEntity|Vitamin B Drug Class
UMLS/C5442122|UMLS/C5442122|UmlsEntity|VITAMIN B
UMLS/C0003546|UMLS/C0003546|UmlsEntity|Aphasia, Acquired
UMLS/C0004059|UMLS/C0004059|UmlsEntity|ASPIRIN INTOLERANCE
UMLS/C0009216|UMLS/C0009216|UmlsEntity|CODEINE INTOLERANCE
UMLS/C0009814|UMLS/C0009814|UmlsEntity|Acquired stenosis
UMLS/C0013388|UMLS/C0013388|UmlsEntity|Dyslexia, Acquired
UMLS/C0014811|UMLS/C0014811|UmlsEntity|ERYTHROMYCIN INTOLERANCE
UMLS/C0016751|UMLS/C0016751|UmlsEntity|Hereditary fructose intolerance syndrome
UMLS/C0151860|UMLS/C0151860|UmlsEntity|Acquired porencephaly
UMLS/C0203669|UMLS/C0203669|UmlsEntity|Whole Body Imaging
UMLS/C0235585|UMLS/C0235585|UmlsEntity|Agranulocytic angina
UMLS/C0443883|UMLS/C0443883|UmlsEntity|Thyroglobulin antibody
UMLS/C0700502|UMLS/C0700502|UmlsEntity|Acquired hypothyroidism
UMLS/C1636686|UMLS/C1636686|UmlsEntity|Byetta
UMLS/C1709047|UMLS/C1709047|UmlsEntity|Mitotic Count
UMLS/C2977966|UMLS/C2977966|UmlsEntity|Cells counted
UMLS/C2977967|UMLS/C2977967|UmlsEntity|Colonies counted
UMLS/C4068879|UMLS/C4068879|UmlsEntity|1.35
UMLS/C4527198|UMLS/C4527198|UmlsEntity|PSA Level Less than Twenty
UMLS/C4725619|UMLS/C4725619|UmlsEntity|PSA Level Less than 0.5
UMLS/C0008151|UMLS/C0008151|UmlsEntity|Chlamydia trachomatis
UMLS/C0014441|UMLS/C0014441|UmlsEntity|Enzyme-Linked Immunosorbent Assay
UMLS/C0014467|UMLS/C0014467|UmlsEntity|eosinophil
UMLS/C0019693|UMLS/C0019693|UmlsEntity|HIV Infections
UMLS/C0027571|UMLS/C0027571|UmlsEntity|Neisseria
UMLS/C0027573|UMLS/C0027573|UmlsEntity|Neisseria gonorrhoeae
UMLS/C0033246|UMLS/C0033246|UmlsEntity|Proctitis
UMLS/C0033247|UMLS/C0033247|UmlsEntity|Proctocolitis
UMLS/C0034886|UMLS/C0034886|UmlsEntity|Rectal pain
UMLS/C0050185|UMLS/C0050185|UmlsEntity|9-(4-hydroxy-2-(hydroxymethyl)butyl)guanine
UMLS/C0062314|UMLS/C0062314|UmlsEntity|hemoglobin G San Jose
UMLS/C0079639|UMLS/C0079639|UmlsEntity|Inverse PCR
UMLS/C0135676|UMLS/C0135676|UmlsEntity|PCR 4099
UMLS/C0149966|UMLS/C0149966|UmlsEntity|Gonorrhea of pharynx
UMLS/C0193884|UMLS/C0193884|UmlsEntity|
UMLS/C0238637|UMLS/C0238637|UmlsEntity|Anal pain
UMLS/C0267566|UMLS/C0267566|UmlsEntity|Perirectal abscess
UMLS/C0282668|UMLS/C0282668|UmlsEntity|Random Amplified Polymorphic DNA Technique
UMLS/C0313363|UMLS/C0313363|UmlsEntity|hemoglobin G Ferrara
UMLS/C0426576|UMLS/C0426576|UmlsEntity|Gastrointestinal symptom
UMLS/C0439069|UMLS/C0439069|UmlsEntity|Roman numeral II
UMLS/C0439070|UMLS/C0439070|UmlsEntity|Roman Numeral III
UMLS/C0558921|UMLS/C0558921|UmlsEntity|Rectal symptoms
UMLS/C0623757|UMLS/C0623757|UmlsEntity|PCR 3787
UMLS/C0657088|UMLS/C0657088|UmlsEntity|S-(2-hydroxy-3-buten-1-yl)glutathione
UMLS/C0657090|UMLS/C0657090|UmlsEntity|S-(1-hydroxy-3-buten-2-yl)glutathione
UMLS/C0687681|UMLS/C0687681|UmlsEntity|Feeling feverish
UMLS/C1167909|UMLS/C1167909|UmlsEntity|T lymphocyte count
UMLS/C1275846|UMLS/C1275846|UmlsEntity|PCR test for Toxoplasma
UMLS/C1533688|UMLS/C1533688|UmlsEntity|Urine screening (procedure)
UMLS/C1578559|UMLS/C1578559|UmlsEntity|Buccal mucosa
UMLS/C1705190|UMLS/C1705190|UmlsEntity|Second Suffix
UMLS/C1829912|UMLS/C1829912|UmlsEntity|Sexuality.behavior
UMLS/C2987305|UMLS/C2987305|UmlsEntity|Instance Identifier Data Type
UMLS/C3274763|UMLS/C3274763|UmlsEntity|Peptide Nucleic Acid Clamping
UMLS/C5202689|UMLS/C5202689|UmlsEntity|HIV Seroconversion
UMLS/C5447698|UMLS/C5447698|UmlsEntity|Plaque-Like Lesion
UMLS/C5453131|UMLS/C5453131|UmlsEntity|Uninfected - No clinical or virological evidence of infection
UMLS/C0022925|UMLS/C0022925|UmlsEntity|Lactation
UMLS/C0269189|UMLS/C0269189|UmlsEntity|
UMLS/C0700892|UMLS/C0700892|UmlsEntity|Hep-Lock
UMLS/C0724393|UMLS/C0724393|UmlsEntity|Wellbutrin SR
UMLS/C0752248|UMLS/C0752248|UmlsEntity|Gene Expression Profiling
UMLS/C1327760|UMLS/C1327760|UmlsEntity|Proteomic Profiling
UMLS/C2348869|UMLS/C2348869|UmlsEntity|Glycome
UMLS/C4330339|UMLS/C4330339|UmlsEntity|Hypermethylation Profile
UMLS/C4330341|UMLS/C4330341|UmlsEntity|Hypomethylation Profile
UMLS/C0022782|UMLS/C0022782|UmlsEntity|Penile Leukoplakia
UMLS/C0030846|UMLS/C0030846|UmlsEntity|Penile Diseases
UMLS/C0030848|UMLS/C0030848|UmlsEntity|Peyronie Disease
UMLS/C0030849|UMLS/C0030849|UmlsEntity|Penile Neoplasms
UMLS/C0033119|UMLS/C0033119|UmlsEntity|Puncture wound
UMLS/C0149751|UMLS/C0149751|UmlsEntity|Penile lesion
UMLS/C0180503|UMLS/C0180503|UmlsEntity|Wound drain
UMLS/C0194742|UMLS/C0194742|UmlsEntity|Suture of laceration of penis
UMLS/C0198023|UMLS/C0198023|UmlsEntity|Piercing of external ear
UMLS/C0221961|UMLS/C0221961|UmlsEntity|Hair shaft structure
UMLS/C0222054|UMLS/C0222054|UmlsEntity|Feather shaft
UMLS/C0223642|UMLS/C0223642|UmlsEntity|Structure of shaft of clavicle
UMLS/C0223749|UMLS/C0223749|UmlsEntity|Structure of shaft of metacarpal bone
UMLS/C0227936|UMLS/C0227936|UmlsEntity|Body of penis
UMLS/C0241558|UMLS/C0241558|UmlsEntity|Hemorrhage of urethra
UMLS/C0679771|UMLS/C0679771|UmlsEntity|Harm Reduction
UMLS/C0935563|UMLS/C0935563|UmlsEntity|Piercing procedure
UMLS/C1272915|UMLS/C1272915|UmlsEntity|Wound Stick
UMLS/C1709494|UMLS/C1709494|UmlsEntity|Penis Erectile Tissue
UMLS/C1710682|UMLS/C1710682|UmlsEntity|Wound Dressing Material
UMLS/C3152828|UMLS/C3152828|UmlsEntity|WOUND CARE (kit desciptor)
UMLS/C3553415|UMLS/C3553415|UmlsEntity|Microcephaly (-12 to -14.5 SD)
UMLS/C4074745|UMLS/C4074745|UmlsEntity|TOOTHBRUSH,SUCTION SAGE #6308
UMLS/C4276421|UMLS/C4276421|UmlsEntity|TOOTHBRUSH,SUCTION SAGE #6173
UMLS/C4530746|UMLS/C4530746|UmlsEntity|TOOTHBRUSH,SUCTION MEDLINE #MDS096575
UMLS/C4731318|UMLS/C4731318|UmlsEntity|TOOTHBRUSH,SUCTION MEDLINE #MDS096572
UMLS/C5210381|UMLS/C5210381|UmlsEntity|TOOTHBRUSH,SUCTION SAGE #6671
UMLS/C5419394|UMLS/C5419394|UmlsEntity|Fetal Harm
UMLS/C0008989|UMLS/C0008989|UmlsEntity|Cloacin Complex
UMLS/C0022487|UMLS/C0022487|UmlsEntity|kanamycin
UMLS/C0027603|UMLS/C0027603|UmlsEntity|neomycin
UMLS/C0052515|UMLS/C0052515|UmlsEntity|ASPA IV
UMLS/C0054538|UMLS/C0054538|UmlsEntity|calphostin complex
UMLS/C0085610|UMLS/C0085610|UmlsEntity|Sinus bradycardia
UMLS/C0151517|UMLS/C0151517|UmlsEntity|Complete atrioventricular block
UMLS/C0151636|UMLS/C0151636|UmlsEntity|Premature ventricular contractions
UMLS/C0180307|UMLS/C0180307|UmlsEntity|Defibrillators
UMLS/C0183210|UMLS/C0183210|UmlsEntity|sensor (device)
UMLS/C0429097|UMLS/C0429097|UmlsEntity|QRS complex feature
UMLS/C0430456|UMLS/C0430456|UmlsEntity|Electrocardiography, 12-Lead
UMLS/C1718187|UMLS/C1718187|UmlsEntity|Parenteral IV
UMLS/C1868705|UMLS/C1868705|UmlsEntity|
UMLS/C1875408|UMLS/C1875408|UmlsEntity|IV SOLUTIONS
UMLS/C2215935|UMLS/C2215935|UmlsEntity|Electrocardiogram atrioventricular block complete heart block
UMLS/C2930803|UMLS/C2930803|UmlsEntity|Coarctation of aorta dominant
UMLS/C4035349|UMLS/C4035349|UmlsEntity|Auscultation - automatic
UMLS/C4528232|UMLS/C4528232|UmlsEntity|Aortic Coarctation Severity
UMLS/C4554583|UMLS/C4554583|UmlsEntity|IV bag (device)
UMLS/C5235162|UMLS/C5235162|UmlsEntity|Sinus Bradycardia by ECG Finding
UMLS/C0149744|UMLS/C0149744|UmlsEntity|Oral lesions
UMLS/C0333262|UMLS/C0333262|UmlsEntity|Vesicle (morphologic abnormality)
UMLS/C0343401|UMLS/C0343401|UmlsEntity|MRSA - Methicillin resistant Staphylococcus aureus infection
UMLS/C0728728|UMLS/C0728728|UmlsEntity|Hibiclens
UMLS/C1265292|UMLS/C1265292|UmlsEntity|Methicillin-Resistant Staphylococcus aureus
UMLS/C1622418|UMLS/C1622418|UmlsEntity|Cellular Vesicle
UMLS/C5444633|UMLS/C5444633|UmlsEntity|CRS/HIPEC Completeness of Cytoreduction Score CC-1
UMLS/C5444634|UMLS/C5444634|UmlsEntity|CRS/HIPEC Completeness of Cytoreduction Score CC-3
UMLS/C5444713|UMLS/C5444713|UmlsEntity|CRS/HIPEC Completeness of Cytoreduction Score CC-2
UMLS/C5447693|UMLS/C5447693|UmlsEntity|CRS/HIPEC Completeness of Cytoreduction Score CC-0
UMLS/C0020944|UMLS/C0020944|UmlsEntity|Immobilization
UMLS/C0025329|UMLS/C0025329|UmlsEntity|Menstrual cycle
UMLS/C0035205|UMLS/C0035205|UmlsEntity|Respiration, Artificial
UMLS/C0160292|UMLS/C0160292|UmlsEntity|Intracranial injury of other and unspecified nature
UMLS/C0206646|UMLS/C0206646|UmlsEntity|Fibromatosis, Abdominal
UMLS/C0225806|UMLS/C0225806|UmlsEntity|Peripheral vascular system
UMLS/C0261600|UMLS/C0261600|UmlsEntity|Fall on steps
UMLS/C1112209|UMLS/C1112209|UmlsEntity|Abdominal Infection
UMLS/C1839694|UMLS/C1839694|UmlsEntity|Mucoid nasal discharge
UMLS/C1849070|UMLS/C1849070|UmlsEntity|Intraabdominal testes
UMLS/C2242710|UMLS/C2242710|UmlsEntity|Intra-Abdominal Hypertension
UMLS/C3808837|UMLS/C3808837|UmlsEntity|Impaired ocular movements
UMLS/C4048292|UMLS/C4048292|UmlsEntity|Immobilization test
UMLS/C4049827|UMLS/C4049827|UmlsEntity|Crescendo during auscultation
UMLS/C5214543|UMLS/C5214543|UmlsEntity|No steps
UMLS/C5232925|UMLS/C5232925|UmlsEntity|Ocular movement anomalies
UMLS/C5238609|UMLS/C5238609|UmlsEntity|Abdominal Auscultation Finding
UMLS/C5435849|UMLS/C5435849|UmlsEntity|Limited ocular movement
UMLS/C0014894|UMLS/C0014894|UmlsEntity|Esterases
UMLS/C0020450|UMLS/C0020450|UmlsEntity|Hyperemesis Gravidarum
UMLS/C0235250|UMLS/C0235250|UmlsEntity|Hyperemesis
UMLS/C1849677|UMLS/C1849677|UmlsEntity|Numerous nevi
UMLS/C3843498|UMLS/C3843498|UmlsEntity|A moderate amount
UMLS/C4068777|UMLS/C4068777|UmlsEntity|Blood-tinged
UMLS/C5194083|UMLS/C5194083|UmlsEntity|Numerous mitochondria
UMLS/C0011195|UMLS/C0011195|UmlsEntity|Dejerine-Sottas Disease (disorder)
UMLS/C0013364|UMLS/C0013364|UmlsEntity|Dysautonomia, Familial
UMLS/C0017921|UMLS/C0017921|UmlsEntity|Glycogen storage disease type II
UMLS/C0151602|UMLS/C0151602|UmlsEntity|Facial swelling (finding)
UMLS/C0192457|UMLS/C0192457|UmlsEntity|
UMLS/C0192458|UMLS/C0192458|UmlsEntity|
UMLS/C0227055|UMLS/C0227055|UmlsEntity|Mandibular left second molar tooth
UMLS/C0392607|UMLS/C0392607|UmlsEntity|Severe combined immunodeficiency due to adenosine deaminase deficiency
UMLS/C0542571|UMLS/C0542571|UmlsEntity|Facial edema
UMLS/C1264052|UMLS/C1264052|UmlsEntity|Anterior auricular lymphadenopathy
UMLS/C3714591|UMLS/C3714591|UmlsEntity|Floor (anatomic)
UMLS/C3899268|UMLS/C3899268|UmlsEntity|Elevated Blood Pressure Measurement
UMLS/C5234866|UMLS/C5234866|UmlsEntity|Structure of permanent mandibular left second molar tooth
UMLS/C0023067|UMLS/C0023067|UmlsEntity|Laryngitis
UMLS/C0162429|UMLS/C0162429|UmlsEntity|Malnutrition
UMLS/C0488988|UMLS/C0488988|UmlsEntity|Fluid balance:VRat:10H:^Patient:Qn
UMLS/C0488989|UMLS/C0488989|UmlsEntity|Fluid balance:VRat:12H:^Patient:Qn
UMLS/C0488990|UMLS/C0488990|UmlsEntity|Fluid balance:VRat:1H:^Patient:Qn
UMLS/C0488991|UMLS/C0488991|UmlsEntity|Fluid balance:VRat:24H:^Patient:Qn
UMLS/C0488992|UMLS/C0488992|UmlsEntity|Fluid balance:VRat:8H:^Patient:Qn
UMLS/C0489133|UMLS/C0489133|UmlsEntity|Fluid output.urine in and out urethral catheter:Vol:Pt:Urinary tract:Qn
UMLS/C1283048|UMLS/C1283048|UmlsEntity|Iron binding capacity total measurement
UMLS/C1863008|UMLS/C1863008|UmlsEntity|Yellow-brown discoloration of the teeth
UMLS/C1976902|UMLS/C1976902|UmlsEntity|Occult blood panel
UMLS/C2188744|UMLS/C2188744|UmlsEntity|urine occult blood
UMLS/C2586050|UMLS/C2586050|UmlsEntity|Ulcerative esophagitis
UMLS/C2698644|UMLS/C2698644|UmlsEntity|Occult Blood Measurement
UMLS/C3494168|UMLS/C3494168|UmlsEntity|Bloodless Surgery
UMLS/C3550053|UMLS/C3550053|UmlsEntity|Discoloration, yellow-brown
UMLS/C3842260|UMLS/C3842260|UmlsEntity|101-1,000 shots
UMLS/C3846283|UMLS/C3846283|UmlsEntity|73 regional lymph nodes examined
UMLS/C4049282|UMLS/C4049282|UmlsEntity|Subglottic laryngitis
UMLS/C5195112|UMLS/C5195112|UmlsEntity|Yellow-brown enamel
UMLS/C0009663|UMLS/C0009663|UmlsEntity|Condylomata Acuminata
UMLS/C0227769|UMLS/C0227769|UmlsEntity|Glans of clitoris
UMLS/C0227948|UMLS/C0227948|UmlsEntity|Glans penis
UMLS/C0227949|UMLS/C0227949|UmlsEntity|Structure of septum of glans penis
UMLS/C0227950|UMLS/C0227950|UmlsEntity|Neck of glans penis
UMLS/C0227951|UMLS/C0227951|UmlsEntity|Corona of glans
UMLS/C0302180|UMLS/C0302180|UmlsEntity|Condyloma
UMLS/C0302836|UMLS/C0302836|UmlsEntity|Smoking tobacco
UMLS/C1335371|UMLS/C1335371|UmlsEntity|Pedunculated Lesion
UMLS/C1883270|UMLS/C1883270|UmlsEntity|Tear, Rip or Hole in Packaging
UMLS/C4505217|UMLS/C4505217|UmlsEntity|Smokers, Tobacco
UMLS/C0004745|UMLS/C0004745|UmlsEntity|Barbiturates
UMLS/C0005064|UMLS/C0005064|UmlsEntity|Benzodiazepines
UMLS/C0015945|UMLS/C0015945|UmlsEntity|Fetal Monitoring
UMLS/C0015946|UMLS/C0015946|UmlsEntity|Fetal Movement
UMLS/C0016215|UMLS/C0016215|UmlsEntity|Flavivirus
UMLS/C0042130|UMLS/C0042130|UmlsEntity|Uterine Contraction
UMLS/C0194130|UMLS/C0194130|UmlsEntity|Removal of pyelostomy and nephrostomy tubes
UMLS/C0200048|UMLS/C0200048|UmlsEntity|Vaginal Examination
UMLS/C0220791|UMLS/C0220791|UmlsEntity|barbituric acid salt
UMLS/C0242401|UMLS/C0242401|UmlsEntity|Opiate Assay
UMLS/C0268136|UMLS/C0268136|UmlsEntity|Xeroderma pigmentosum, group B
UMLS/C0318723|UMLS/C0318723|UmlsEntity|Rotavirus B
UMLS/C0374984|UMLS/C0374984|UmlsEntity|Group B Streptococcus infection in conditions classified elsewhere and of unspecified site
UMLS/C0476427|UMLS/C0476427|UmlsEntity|Abnormal cervical smear
UMLS/C0579233|UMLS/C0579233|UmlsEntity|Streptococcus agalactiae
UMLS/C3496069|UMLS/C3496069|UmlsEntity|cocaine use
UMLS/C4048284|UMLS/C4048284|UmlsEntity|Benzodiazepine
UMLS/C4703432|UMLS/C4703432|UmlsEntity|Abnormal P wave
UMLS/C5148488|UMLS/C5148488|UmlsEntity|Phenol^^adjusted to specific gravity 1.024
UMLS/C0002680|UMLS/C0002680|UmlsEntity|ampicillin
UMLS/C0019590|UMLS/C0019590|UmlsEntity|Histamine Antagonists
UMLS/C0019592|UMLS/C0019592|UmlsEntity|Histamine H1 Antagonists
UMLS/C0146226|UMLS/C0146226|UmlsEntity|Toradol
UMLS/C0221201|UMLS/C0221201|UmlsEntity|Macular rash
UMLS/C0332563|UMLS/C0332563|UmlsEntity|Papule
UMLS/C0948786|UMLS/C0948786|UmlsEntity|Blanching
UMLS/C1519353|UMLS/C1519353|UmlsEntity|Skin Papule
UMLS/C2095775|UMLS/C2095775|UmlsEntity|ampicillins
UMLS/C4299049|UMLS/C4299049|UmlsEntity|Upper extremity>Upper arm
UMLS/C0015772|UMLS/C0015772|UmlsEntity|felodipine
UMLS/C0032580|UMLS/C0032580|UmlsEntity|Adenomatous Polyposis Coli
UMLS/C0080203|UMLS/C0080203|UmlsEntity|Tachyarrhythmia
UMLS/C0206181|UMLS/C0206181|UmlsEntity|Presynaptic Terminals
UMLS/C0221158|UMLS/C0221158|UmlsEntity|Multifocal atrial tachycardia
UMLS/C0239242|UMLS/C0239242|UmlsEntity|T Wave Peaked by ECG Finding
UMLS/C0429103|UMLS/C0429103|UmlsEntity|T wave feature
UMLS/C0520888|UMLS/C0520888|UmlsEntity|Inverted T wave
UMLS/C0546959|UMLS/C0546959|UmlsEntity|Atrial tachycardia
UMLS/C1331537|UMLS/C1331537|UmlsEntity|Aortic sclerosis
UMLS/C1761613|UMLS/C1761613|UmlsEntity|Conjunctival hyperemia
UMLS/C1839341|UMLS/C1839341|UmlsEntity|Abnormal T-wave
UMLS/C1844434|UMLS/C1844434|UmlsEntity|Mild elevation of transaminases
UMLS/C1844435|UMLS/C1844435|UmlsEntity|Mild elevation of cholesterol
UMLS/C1844436|UMLS/C1844436|UmlsEntity|Mild elevation of triglycerides
UMLS/C1857956|UMLS/C1857956|UmlsEntity|LOW DENSITY LIPOPROTEIN CHOLESTEROL, MILD ELEVATION OF
UMLS/C1998313|UMLS/C1998313|UmlsEntity|T wave alternans
UMLS/C2059391|UMLS/C2059391|UmlsEntity|continuous electrocardiogram atrial tachycardia
UMLS/C2698375|UMLS/C2698375|UmlsEntity|Beta-Blocker Measurement
UMLS/C2825165|UMLS/C2825165|UmlsEntity|Nuclear Stress Test
UMLS/C2985392|UMLS/C2985392|UmlsEntity|Argon Beam Coagulator Ablation
UMLS/C3893736|UMLS/C3893736|UmlsEntity|dendritic knob
UMLS/C4082832|UMLS/C4082832|UmlsEntity|Atrial Premature Complex by ECG Finding
UMLS/C4228013|UMLS/C4228013|UmlsEntity|Preserved vision
UMLS/C4228683|UMLS/C4228683|UmlsEntity|Preservation of macula
UMLS/C4683760|UMLS/C4683760|UmlsEntity|PSA Level Greater than 0.03
UMLS/C5194030|UMLS/C5194030|UmlsEntity|Reduced right ventricular systolic function
UMLS/C0008033|UMLS/C0008033|UmlsEntity|Pleuritic pain
UMLS/C0022611|UMLS/C0022611|UmlsEntity|kerosene
UMLS/C0026156|UMLS/C0026156|UmlsEntity|mineral oil
UMLS/C0028908|UMLS/C0028908|UmlsEntity|Oils
