ID|LABEL|PAYMENT_DATE|AMOUNT|CURRENCY
P_2464|payment|2022-02-08|431.67|dollar
P_2465|payment|2022-03-10|458.54|dollar
P_2466|payment|2021-12-21|659.72|dollar
P_2467|payment|2021-03-11|114.61|dollar
P_2470|payment|2021-05-13|982.92|dollar
P_2471|payment|2021-04-06|538.58|dollar
P_2473|payment|2021-09-04|155.81|dollar
P_2475|payment|2021-07-26|796.3|dollar
P_2476|payment|2022-01-02|281.98|dollar
P_2479|payment|2021-12-22|139.24|dollar
P_2482|payment|2021-04-14|446.14|dollar
P_2485|payment|2022-04-19|86.79|dollar
P_2488|payment|2021-05-18|626.81|dollar
P_2489|payment|2021-06-21|889.48|dollar
P_2491|payment|2021-09-06|211.6|dollar
P_2492|payment|2021-07-05|489.71|dollar
P_2493|payment|2021-12-02|745.93|dollar
P_2495|payment|2022-03-12|246.29|dollar
P_2497|payment|2022-01-25|983.03|dollar
P_2499|payment|2021-12-02|655.79|dollar
P_2501|payment|2021-06-25|688.01|dollar
P_2502|payment|2022-04-08|365.8|dollar
P_2503|payment|2021-03-15|995.69|dollar
P_2505|payment|2022-02-15|58.48|dollar
P_2507|payment|2021-07-20|151.96|dollar
P_2509|payment|2022-01-10|629.13|dollar
P_2510|payment|2021-09-19|31.56|dollar
P_2511|payment|2022-04-21|20.96|dollar
P_2513|payment|2021-09-22|506.99|dollar
P_2514|payment|2022-01-27|974.77|dollar
P_2516|payment|2021-05-15|374.92|dollar
P_2517|payment|2022-02-21|977.88|dollar
P_2518|payment|2022-02-04|90.62|dollar
P_2519|payment|2021-04-02|372.13|dollar
P_2521|payment|2021-12-07|942.57|dollar
P_2522|payment|2021-09-28|499.67|dollar
P_2524|payment|2022-04-15|45.9|dollar
P_2526|payment|2021-06-15|786.02|dollar
P_2528|payment|2021-03-02|259.83|dollar
P_2533|payment|2021-05-30|778.68|dollar
P_2534|payment|2022-03-31|365.91|dollar
P_2536|payment|2022-04-02|843.47|dollar
P_2539|payment|2021-03-02|176.79|dollar
P_2540|payment|2021-10-08|514.82|dollar
P_2542|payment|2022-01-27|774.75|dollar
P_2543|payment|2021-10-07|107.7|dollar
P_2544|payment|2021-11-13|299.99|dollar
P_2545|payment|2021-09-19|206.39|dollar
P_2548|payment|2021-08-20|373.19|dollar
P_2549|payment|2021-04-16|222.28|dollar
P_2550|payment|2021-07-18|758.78|dollar
P_2554|payment|2021-12-17|402.81|dollar
P_2556|payment|2021-07-02|533.61|dollar
P_2557|payment|2021-02-14|840.42|dollar
P_2560|payment|2021-07-28|543.85|dollar
P_2562|payment|2022-04-24|383.99|dollar
P_2563|payment|2021-02-26|653.93|dollar
P_2565|payment|2021-03-16|967.43|dollar
P_2567|payment|2021-09-14|321.7|dollar
P_2568|payment|2021-04-12|893.48|dollar
P_2572|payment|2022-01-25|188.62|dollar
P_2575|payment|2021-10-10|824.77|dollar
P_2577|payment|2021-05-31|778.97|dollar
P_2578|payment|2022-04-04|982.02|dollar
P_2580|payment|2021-08-18|8.48|dollar
P_2584|payment|2022-03-10|878.97|dollar
P_2588|payment|2021-06-26|703.71|dollar
P_2592|payment|2021-01-10|473.01|dollar
P_2593|payment|2022-01-29|166.5|dollar
P_2595|payment|2021-05-16|178.7|dollar
P_2597|payment|2021-04-19|124.28|dollar
P_2603|payment|2022-02-03|825.52|dollar
P_2604|payment|2021-11-02|26.15|dollar
P_2605|payment|2022-04-27|89.18|dollar
P_2607|payment|2022-03-14|930.29|dollar
P_2612|payment|2022-03-09|613.06|dollar
P_2613|payment|2021-04-15|633.98|dollar
P_2615|payment|2022-03-07|917.1|dollar
P_2616|payment|2021-10-02|348.27|dollar
P_2617|payment|2021-04-22|379.88|dollar
P_2618|payment|2021-03-29|190.19|dollar
P_2619|payment|2022-02-20|511.87|dollar
P_2623|payment|2021-04-12|516.41|dollar
P_2624|payment|2021-02-12|779.62|dollar
P_2626|payment|2021-11-10|153.08|dollar
P_2628|payment|2022-01-21|179.64|dollar
P_2632|payment|2021-04-22|529.2|dollar
P_2639|payment|2022-04-24|863.12|dollar
P_2640|payment|2021-12-13|842.86|dollar
P_2643|payment|2021-01-24|215.76|dollar
P_2645|payment|2022-02-25|579.07|dollar
P_2646|payment|2021-06-21|367.54|dollar
P_2647|payment|2021-10-13|706.49|dollar
P_2648|payment|2021-08-03|562.16|dollar
P_2651|payment|2021-01-29|269.16|dollar
P_2652|payment|2021-04-28|602.51|dollar
P_2654|payment|2021-12-07|493.17|dollar
P_2655|payment|2021-08-09|154.55|dollar
P_2656|payment|2021-10-15|336.76|dollar
P_2659|payment|2021-06-12|459.27|dollar
P_2660|payment|2021-03-09|111.39|dollar
P_2661|payment|2022-03-11|426.31|dollar
P_2662|payment|2021-01-27|31.03|dollar
P_2669|payment|2021-06-09|831.29|dollar
P_2670|payment|2021-10-04|752.83|dollar
P_2673|payment|2021-06-03|779.74|dollar
P_2675|payment|2022-01-18|654.05|dollar
P_2676|payment|2021-04-05|710.36|dollar
P_2678|payment|2022-02-18|554.89|dollar
P_2679|payment|2021-02-25|762.06|dollar
P_2680|payment|2021-05-17|683.02|dollar
P_2681|payment|2022-01-09|818.5|dollar
P_2682|payment|2022-02-09|600.05|dollar
P_2683|payment|2021-10-30|815.31|dollar
P_2685|payment|2021-02-20|971.85|dollar
P_2687|payment|2022-04-12|372.06|dollar
P_2690|payment|2022-04-07|486.29|dollar
P_2692|payment|2021-05-11|159.74|dollar
P_2693|payment|2021-05-15|173.63|dollar
P_2694|payment|2022-01-29|444.94|dollar
P_2698|payment|2021-11-04|750.81|dollar
P_2699|payment|2021-11-11|313.64|dollar
P_2702|payment|2021-09-07|478.54|dollar
P_2703|payment|2021-03-25|414.67|dollar
P_2704|payment|2021-04-05|649.85|dollar
P_2705|payment|2022-04-04|300.48|dollar
P_2706|payment|2021-03-20|357.68|dollar
P_2707|payment|2021-11-27|529.98|dollar
P_2709|payment|2022-04-21|242.25|dollar
P_2713|payment|2021-03-05|445.69|dollar
P_2715|payment|2021-09-28|512.63|dollar
P_2716|payment|2021-12-01|420.34|dollar
P_2717|payment|2021-12-02|674.7|dollar
P_2725|payment|2021-08-27|192.07|dollar
P_2726|payment|2021-03-20|602.45|dollar
P_2727|payment|2022-04-13|519.72|dollar
P_2728|payment|2021-04-03|204.06|dollar
P_2734|payment|2022-02-28|516.16|dollar
P_2737|payment|2022-03-14|354.22|dollar
P_2741|payment|2021-01-25|98.87|dollar
P_2746|payment|2021-04-18|58.34|dollar
P_2749|payment|2021-07-22|520.54|dollar
P_2750|payment|2021-01-07|160.67|dollar
P_2752|payment|2022-02-08|688.04|dollar
P_2753|payment|2021-10-18|999.41|dollar
P_2754|payment|2022-02-21|647.56|dollar
P_2755|payment|2021-08-27|655.83|dollar
P_2760|payment|2022-03-22|691.84|dollar
P_2770|payment|2021-09-21|636.0|dollar
P_2771|payment|2021-03-07|122.73|dollar
P_2772|payment|2021-08-28|233.32|dollar
P_2773|payment|2022-04-03|760.29|dollar
P_2774|payment|2021-10-21|986.35|dollar
P_2775|payment|2022-02-25|687.64|dollar
P_2778|payment|2021-03-14|339.82|dollar
P_2780|payment|2022-03-12|77.3|dollar
P_2781|payment|2022-03-20|380.89|dollar
P_2782|payment|2021-07-21|183.61|dollar
P_2784|payment|2021-10-09|912.72|dollar
P_2787|payment|2021-12-20|935.56|dollar
P_2789|payment|2022-01-20|251.29|dollar
P_2790|payment|2021-03-02|685.04|dollar
P_2791|payment|2021-01-22|302.1|dollar
P_2794|payment|2021-05-28|908.45|dollar
P_2797|payment|2021-12-06|109.7|dollar
P_2798|payment|2021-08-19|424.46|dollar
P_2800|payment|2022-02-13|355.48|dollar
P_2802|payment|2021-01-25|953.49|dollar
P_2803|payment|2021-12-20|471.48|dollar
P_2806|payment|2021-07-31|400.43|dollar
P_2809|payment|2021-11-03|62.03|dollar
P_2811|payment|2022-04-09|984.73|dollar
P_2812|payment|2021-03-15|999.02|dollar
P_2813|payment|2022-03-26|319.93|dollar
P_2815|payment|2022-03-16|617.08|dollar
P_2816|payment|2021-04-12|735.02|dollar
P_2817|payment|2022-01-26|517.44|dollar
P_2819|payment|2021-08-29|839.09|dollar
P_2820|payment|2021-07-07|180.74|dollar
P_2821|payment|2021-11-03|115.87|dollar
P_2823|payment|2022-02-25|209.28|dollar
P_2829|payment|2021-11-08|53.61|dollar
P_2830|payment|2021-02-24|611.9|dollar
P_2831|payment|2021-05-22|340.26|dollar
P_2832|payment|2021-09-26|301.52|dollar
P_2836|payment|2021-01-08|479.07|dollar
P_2837|payment|2021-11-07|582.9|dollar
P_2839|payment|2021-11-25|560.65|dollar
P_2840|payment|2022-03-23|88.16|dollar
P_2843|payment|2022-04-10|306.78|dollar
P_2845|payment|2022-01-14|45.82|dollar
P_2850|payment|2022-04-15|830.49|dollar
P_2851|payment|2021-10-04|337.45|dollar
P_2854|payment|2022-03-09|940.79|dollar
P_2857|payment|2021-01-08|987.7|dollar
P_2858|payment|2021-12-19|819.22|dollar
P_2859|payment|2021-01-25|631.09|dollar
P_2860|payment|2021-07-06|745.8|dollar
P_2861|payment|2022-03-22|634.65|dollar
P_2863|payment|2021-06-07|675.43|dollar
P_2864|payment|2021-09-22|992.38|dollar
P_2865|payment|2021-10-12|955.43|dollar
P_2867|payment|2021-02-24|543.88|dollar
P_2870|payment|2021-05-09|357.34|dollar
P_2872|payment|2021-10-06|944.4|dollar
P_2873|payment|2021-08-27|540.56|dollar
P_2874|payment|2021-12-02|310.07|dollar
P_2880|payment|2022-04-30|310.76|dollar
P_2882|payment|2021-05-18|175.08|dollar
P_2884|payment|2021-07-31|581.09|dollar
P_2885|payment|2021-11-18|287.6|dollar
P_2886|payment|2021-05-23|426.11|dollar
P_2887|payment|2021-03-17|153.35|dollar
P_2889|payment|2022-03-06|36.66|dollar
P_2891|payment|2022-03-22|253.97|dollar
P_2894|payment|2021-05-15|697.14|dollar
P_2895|payment|2021-02-22|941.12|dollar
P_2897|payment|2022-04-01|240.08|dollar
P_2901|payment|2022-02-24|361.14|dollar
P_2902|payment|2021-06-07|112.97|dollar
P_2904|payment|2022-04-22|520.81|dollar
P_2905|payment|2021-04-03|883.52|dollar
P_2909|payment|2021-02-14|362.75|dollar
P_2910|payment|2021-10-03|649.44|dollar
P_2912|payment|2022-03-16|56.06|dollar
P_2914|payment|2022-04-26|694.08|dollar
P_2917|payment|2021-08-20|408.65|dollar
P_2918|payment|2021-04-20|313.33|dollar
P_2924|payment|2022-01-24|717.76|dollar
P_2925|payment|2021-11-20|227.87|dollar
P_2926|payment|2021-05-02|136.07|dollar
P_2930|payment|2021-12-09|171.87|dollar
P_2934|payment|2021-01-15|813.58|dollar
P_2935|payment|2021-07-11|296.6|dollar
P_2937|payment|2022-03-23|825.26|dollar
P_2940|payment|2022-03-08|859.24|dollar
P_2941|payment|2021-04-07|692.45|dollar
P_2945|payment|2021-06-05|699.04|dollar
P_2949|payment|2021-05-26|266.19|dollar
P_2951|payment|2021-02-08|531.28|dollar
P_2952|payment|2021-06-11|966.39|dollar
P_2954|payment|2021-04-19|511.13|dollar
P_2956|payment|2021-06-07|519.62|dollar
P_2959|payment|2021-03-30|487.85|dollar
P_2961|payment|2021-01-16|598.58|dollar
P_2964|payment|2021-08-13|790.99|dollar
P_2967|payment|2021-10-18|804.79|dollar
P_2968|payment|2021-08-06|225.63|dollar
P_2969|payment|2022-02-28|12.31|dollar
P_2970|payment|2021-09-20|187.86|dollar
P_2972|payment|2022-01-16|707.77|dollar
P_2976|payment|2022-01-28|596.05|dollar
P_2977|payment|2021-05-22|441.04|dollar
P_2982|payment|2021-04-02|643.33|dollar
P_2983|payment|2021-06-10|127.4|dollar
P_2985|payment|2021-03-21|806.41|dollar
P_2986|payment|2021-05-25|925.25|dollar
P_2988|payment|2022-02-08|269.68|dollar
P_2989|payment|2021-02-18|429.09|dollar
P_2992|payment|2021-09-13|222.22|dollar
P_2993|payment|2021-09-01|94.86|dollar
P_2994|payment|2021-10-24|442.66|dollar
P_2997|payment|2021-05-05|400.53|dollar
P_3002|payment|2021-02-25|235.26|dollar
P_3004|payment|2021-08-11|927.0|dollar
P_3005|payment|2021-09-28|413.58|dollar
P_3007|payment|2021-10-24|730.95|dollar
P_3011|payment|2021-07-04|448.51|dollar
P_3016|payment|2021-06-26|431.41|dollar
P_3017|payment|2021-05-05|339.47|dollar
P_3018|payment|2021-05-10|118.62|dollar
P_3019|payment|2021-04-30|279.65|dollar
P_3020|payment|2022-04-26|625.31|dollar
P_3021|payment|2021-04-20|96.31|dollar
P_3023|payment|2022-03-17|36.98|dollar
P_3024|payment|2021-02-16|147.8|dollar
P_3028|payment|2022-02-22|684.19|dollar
P_3030|payment|2021-10-05|929.87|dollar
P_3033|payment|2021-09-20|755.31|dollar
P_3036|payment|2022-03-15|819.04|dollar
P_3037|payment|2022-01-21|60.74|dollar
P_3038|payment|2021-04-27|67.97|dollar
P_3040|payment|2021-04-23|39.56|dollar
P_3041|payment|2021-11-06|166.68|dollar
P_3045|payment|2021-09-22|808.87|dollar
P_3047|payment|2021-11-25|808.98|dollar
P_3054|payment|2021-05-29|500.39|dollar
P_3056|payment|2022-02-18|565.72|dollar
P_3058|payment|2021-12-11|372.3|dollar
P_3059|payment|2021-12-27|963.25|dollar
P_3060|payment|2021-12-18|80.99|dollar
P_3061|payment|2021-07-14|859.04|dollar
P_3062|payment|2022-03-26|971.54|dollar
P_3063|payment|2021-01-16|833.17|dollar
P_3064|payment|2021-11-04|462.29|dollar
P_3067|payment|2021-04-18|402.0|dollar
P_3069|payment|2021-04-30|598.08|dollar
P_3070|payment|2021-05-27|995.99|dollar
P_3071|payment|2021-06-19|567.44|dollar
P_3074|payment|2021-09-11|767.49|dollar
P_3079|payment|2021-06-15|197.74|dollar
P_3084|payment|2021-05-13|225.49|dollar
P_3087|payment|2021-09-20|214.97|dollar
P_3088|payment|2021-01-22|875.37|dollar
P_3092|payment|2021-01-20|100.99|dollar
P_3093|payment|2022-02-06|411.49|dollar
P_3096|payment|2021-01-23|313.12|dollar
P_3098|payment|2021-11-16|964.26|dollar
P_3102|payment|2021-06-06|812.08|dollar
P_3103|payment|2021-03-08|605.43|dollar
P_3107|payment|2021-09-18|598.03|dollar
P_3112|payment|2021-12-06|462.32|dollar
P_3115|payment|2021-06-28|158.6|dollar
P_3116|payment|2021-12-31|795.83|dollar
P_3120|payment|2021-02-20|557.43|dollar
P_3121|payment|2021-12-11|889.86|dollar
P_3122|payment|2022-03-16|856.21|dollar
P_3123|payment|2021-06-10|607.33|dollar
P_3125|payment|2021-12-19|638.42|dollar
P_3126|payment|2021-03-30|980.47|dollar
P_3127|payment|2022-01-15|864.13|dollar
P_3128|payment|2021-04-25|515.39|dollar
P_3129|payment|2021-01-17|915.0|dollar
P_3131|payment|2021-04-23|54.48|dollar
P_3135|payment|2021-07-03|898.32|dollar
P_3136|payment|2021-10-25|249.14|dollar
P_3137|payment|2022-02-09|365.22|dollar
P_3138|payment|2021-12-06|667.49|dollar
P_3139|payment|2021-03-31|214.88|dollar
P_3140|payment|2021-07-03|582.03|dollar
P_3141|payment|2021-01-19|88.38|dollar
P_3142|payment|2021-09-05|874.82|dollar
P_3143|payment|2021-05-14|55.56|dollar
P_3144|payment|2021-05-05|749.37|dollar
P_3146|payment|2021-07-24|196.47|dollar
P_3147|payment|2022-01-11|155.13|dollar
P_3150|payment|2021-01-22|770.47|dollar
P_3151|payment|2021-06-15|925.84|dollar
P_3152|payment|2022-04-18|429.75|dollar
P_3153|payment|2021-01-05|548.27|dollar
P_3155|payment|2021-08-27|181.42|dollar
P_3156|payment|2021-09-07|85.87|dollar
P_3158|payment|2022-04-15|327.0|dollar
P_3159|payment|2021-07-27|130.88|dollar
P_3163|payment|2021-04-23|372.89|dollar
P_3164|payment|2021-12-15|985.85|dollar
P_3167|payment|2021-12-19|796.53|dollar
P_3169|payment|2021-09-08|730.97|dollar
P_3170|payment|2021-01-26|189.72|dollar
P_3171|payment|2021-09-17|82.78|dollar
P_3175|payment|2021-02-01|268.87|dollar
P_3176|payment|2021-12-10|767.31|dollar
P_3179|payment|2022-02-11|491.7|dollar
P_3180|payment|2021-12-03|919.21|dollar
P_3182|payment|2021-11-07|873.63|dollar
P_3183|payment|2021-05-14|921.83|dollar
P_3184|payment|2021-09-08|313.32|dollar
P_3186|payment|2021-04-27|766.95|dollar
P_3188|payment|2021-09-05|220.82|dollar
P_3189|payment|2021-01-26|115.67|dollar
P_3192|payment|2022-03-23|517.08|dollar
P_3193|payment|2022-04-29|596.73|dollar
P_3194|payment|2022-01-05|579.96|dollar
P_3195|payment|2022-02-16|177.07|dollar
P_3197|payment|2022-02-01|558.11|dollar
P_3202|payment|2021-02-06|418.85|dollar
P_3203|payment|2021-05-01|200.36|dollar
P_3204|payment|2022-01-04|562.81|dollar
P_3208|payment|2021-10-24|919.34|dollar
P_3209|payment|2022-02-17|585.96|dollar
P_3210|payment|2021-11-07|298.17|dollar
P_3211|payment|2022-01-14|551.7|dollar
P_3212|payment|2021-08-18|935.58|dollar
P_3215|payment|2021-02-28|44.3|dollar
P_3219|payment|2021-03-31|80.43|dollar
P_3222|payment|2021-06-03|76.25|dollar
P_3223|payment|2021-12-22|810.26|dollar
P_3227|payment|2022-01-21|44.12|dollar
P_3229|payment|2022-01-18|392.94|dollar
P_3231|payment|2021-03-07|172.73|dollar
P_3233|payment|2021-07-07|426.57|dollar
P_3234|payment|2021-05-08|401.63|dollar
P_3235|payment|2021-11-10|697.23|dollar
P_3239|payment|2022-01-04|185.85|dollar
P_3240|payment|2022-02-01|152.18|dollar
P_3241|payment|2021-03-15|248.89|dollar
P_3242|payment|2021-12-09|863.9|dollar
P_3243|payment|2021-01-27|846.18|dollar
P_3246|payment|2021-03-03|769.06|dollar
P_3247|payment|2021-04-04|887.79|dollar
P_3250|payment|2021-09-19|569.89|dollar
P_3251|payment|2021-04-12|600.58|dollar
P_3252|payment|2021-04-12|121.01|dollar
P_3253|payment|2021-12-30|23.55|dollar
P_3254|payment|2021-05-10|912.59|dollar
P_3257|payment|2021-12-14|79.18|dollar
P_3258|payment|2022-01-24|396.25|dollar
P_3259|payment|2021-05-19|906.01|dollar
P_3262|payment|2021-02-17|191.43|dollar
P_3263|payment|2021-08-25|212.59|dollar
P_3264|payment|2022-01-05|54.38|dollar
P_3265|payment|2021-04-11|449.5|dollar
P_3268|payment|2022-01-16|269.55|dollar
P_3269|payment|2021-10-22|628.73|dollar
P_3272|payment|2021-05-17|60.43|dollar
P_3273|payment|2021-08-16|619.21|dollar
P_3276|payment|2021-10-20|780.95|dollar
P_3277|payment|2021-07-30|535.13|dollar
P_3283|payment|2022-03-19|988.64|dollar
P_3284|payment|2021-11-24|879.44|dollar
P_3286|payment|2022-04-22|631.14|dollar
P_3288|payment|2021-09-20|950.81|dollar
P_3289|payment|2022-02-12|945.08|dollar
P_3290|payment|2022-02-13|574.39|dollar
P_3291|payment|2022-01-06|856.99|dollar
P_3292|payment|2021-11-10|175.69|dollar
P_3295|payment|2021-04-16|758.2|dollar
P_3296|payment|2021-09-21|768.73|dollar
P_3298|payment|2022-04-03|354.52|dollar
P_3299|payment|2021-06-29|245.56|dollar
P_3300|payment|2021-08-10|525.11|dollar
P_3301|payment|2021-11-29|189.67|dollar
P_3303|payment|2021-06-25|611.98|dollar
P_3304|payment|2021-02-01|106.9|dollar
P_3305|payment|2021-05-21|646.17|dollar
P_3307|payment|2021-06-23|314.27|dollar
P_3310|payment|2021-05-18|178.63|dollar
P_3313|payment|2021-06-11|468.13|dollar
P_3316|payment|2022-01-21|838.92|dollar
P_3317|payment|2021-03-18|528.21|dollar
P_3323|payment|2021-04-11|981.08|dollar
P_3325|payment|2021-01-09|107.7|dollar
P_3330|payment|2022-04-16|414.17|dollar
P_3331|payment|2021-04-26|496.54|dollar
P_3332|payment|2021-01-14|219.86|dollar
P_3333|payment|2021-11-11|462.42|dollar
P_3336|payment|2021-11-05|849.63|dollar
P_3339|payment|2021-12-05|370.83|dollar
P_3340|payment|2022-02-20|668.49|dollar
P_3341|payment|2021-05-04|720.1|dollar
P_3342|payment|2021-04-03|751.16|dollar
P_3344|payment|2022-03-31|893.61|dollar
P_3348|payment|2022-04-02|248.58|dollar
P_3350|payment|2021-06-14|205.36|dollar
P_3351|payment|2021-07-06|188.55|dollar
P_3354|payment|2021-11-11|937.6|dollar
P_3364|payment|2022-02-16|369.69|dollar
P_3366|payment|2021-06-19|643.66|dollar
P_3368|payment|2022-01-15|901.03|dollar
P_3369|payment|2021-07-06|660.08|dollar
P_3370|payment|2021-08-22|107.49|dollar
P_3373|payment|2021-02-13|759.67|dollar
P_3374|payment|2021-07-10|816.67|dollar
P_3376|payment|2021-10-26|962.33|dollar
P_3377|payment|2022-04-09|120.55|dollar
P_3378|payment|2022-03-15|114.81|dollar
P_3379|payment|2021-02-24|287.54|dollar
P_3380|payment|2022-02-06|799.91|dollar
P_3381|payment|2021-12-10|597.73|dollar
P_3382|payment|2022-04-15|164.58|dollar
P_3388|payment|2021-01-16|400.88|dollar
P_3390|payment|2022-03-14|696.48|dollar
P_3394|payment|2021-12-05|802.95|dollar
P_3396|payment|2021-02-07|793.18|dollar
P_3397|payment|2022-01-28|991.15|dollar
P_3401|payment|2022-04-05|687.22|dollar
P_3404|payment|2021-12-20|660.96|dollar
P_3406|payment|2021-07-02|424.26|dollar
P_3407|payment|2021-04-06|499.88|dollar
P_3410|payment|2022-04-10|865.46|dollar
P_3411|payment|2021-07-02|951.01|dollar
P_3413|payment|2021-04-10|974.79|dollar
P_3414|payment|2021-03-26|812.84|dollar
P_3416|payment|2021-06-02|642.84|dollar
P_3420|payment|2021-06-15|541.08|dollar
P_3421|payment|2021-10-16|194.61|dollar
P_3429|payment|2021-07-13|823.25|dollar
P_3430|payment|2022-02-04|628.37|dollar
P_3435|payment|2021-10-10|794.8|dollar
P_3436|payment|2021-10-21|271.4|dollar
P_3439|payment|2021-10-01|423.55|dollar
P_3441|payment|2021-02-08|471.67|dollar
P_3443|payment|2021-05-06|556.03|dollar
P_3446|payment|2021-04-13|737.88|dollar
P_3448|payment|2021-12-16|616.2|dollar
P_3451|payment|2021-08-30|87.43|dollar
P_3452|payment|2022-04-11|922.96|dollar
P_3453|payment|2022-02-25|994.13|dollar
P_3454|payment|2021-11-21|102.64|dollar
P_3456|payment|2021-07-12|483.5|dollar
P_3457|payment|2022-01-23|815.82|dollar
P_3458|payment|2021-01-12|791.31|dollar
P_3459|payment|2021-01-21|340.6|dollar
P_3460|payment|2022-03-23|676.14|dollar
P_3461|payment|2021-01-11|319.09|dollar
P_3462|payment|2022-01-29|710.53|dollar
P_3467|payment|2021-12-08|17.67|dollar
P_3470|payment|2021-01-22|527.71|dollar
P_3472|payment|2022-02-15|700.52|dollar
P_3474|payment|2021-01-19|530.7|dollar
P_3475|payment|2022-03-20|55.29|dollar
P_3477|payment|2021-06-22|711.57|dollar
P_3478|payment|2022-01-10|442.17|dollar
P_3479|payment|2021-05-25|936.2|dollar
P_3480|payment|2021-03-23|664.17|dollar
P_3483|payment|2022-03-14|453.54|dollar
P_3484|payment|2021-09-19|403.42|dollar
P_3485|payment|2022-01-03|611.64|dollar
P_3486|payment|2021-01-12|212.08|dollar
P_3487|payment|2022-04-27|189.97|dollar
P_3488|payment|2021-09-28|864.96|dollar
P_3492|payment|2021-01-21|904.83|dollar
P_3493|payment|2022-01-01|333.15|dollar
P_3495|payment|2022-03-28|748.35|dollar
P_3498|payment|2022-01-10|783.39|dollar
P_3499|payment|2022-04-30|68.7|dollar
P_3500|payment|2021-01-13|292.91|dollar
P_3501|payment|2021-07-29|576.72|dollar
P_3503|payment|2021-01-04|617.52|dollar
P_3504|payment|2021-04-29|572.24|dollar
P_3506|payment|2021-09-16|280.33|dollar
P_3510|payment|2022-04-14|392.45|dollar
P_3517|payment|2021-03-09|71.38|dollar
P_3519|payment|2021-04-14|458.84|dollar
P_3521|payment|2021-07-17|717.24|dollar
P_3526|payment|2021-06-14|160.35|dollar
P_3527|payment|2021-04-08|394.08|dollar
P_3528|payment|2021-11-23|136.02|dollar
P_3529|payment|2022-04-09|957.69|dollar
P_3530|payment|2021-07-14|188.16|dollar
P_3531|payment|2021-05-01|369.8|dollar
P_3532|payment|2021-03-01|69.11|dollar
P_3533|payment|2021-08-27|266.79|dollar
P_3537|payment|2021-02-28|388.44|dollar
P_3540|payment|2021-11-07|450.92|dollar
P_3541|payment|2022-04-08|879.59|dollar
P_3543|payment|2022-03-30|912.28|dollar
P_3546|payment|2021-12-26|392.27|dollar
P_3547|payment|2021-08-04|882.41|dollar
P_3548|payment|2021-09-16|586.18|dollar
P_3551|payment|2021-03-30|182.58|dollar
P_3552|payment|2021-10-13|914.36|dollar
P_3559|payment|2021-08-10|50.48|dollar
P_3567|payment|2021-11-01|768.82|dollar
P_3568|payment|2021-07-27|104.04|dollar
P_3569|payment|2021-01-21|888.04|dollar
P_3573|payment|2022-02-25|693.36|dollar
P_3574|payment|2021-07-31|479.68|dollar
P_3575|payment|2021-03-12|643.16|dollar
P_3577|payment|2021-05-01|34.18|dollar
P_3578|payment|2021-08-06|427.48|dollar
P_3579|payment|2021-06-15|451.07|dollar
P_3581|payment|2021-07-14|494.82|dollar
P_3583|payment|2021-07-13|789.2|dollar
P_3584|payment|2021-06-01|363.27|dollar
P_3587|payment|2021-12-31|333.17|dollar
P_3591|payment|2022-04-26|51.41|dollar
P_3596|payment|2021-04-24|985.64|dollar
P_3598|payment|2021-06-12|626.14|dollar
P_3599|payment|2021-09-26|493.66|dollar
P_3601|payment|2022-01-04|417.09|dollar
P_3605|payment|2021-07-25|164.38|dollar
P_3606|payment|2021-10-23|846.84|dollar
P_3607|payment|2021-06-27|397.2|dollar
P_3608|payment|2022-04-05|69.74|dollar
P_3609|payment|2022-04-23|160.29|dollar
P_3610|payment|2021-09-13|376.46|dollar
P_3611|payment|2022-01-31|36.39|dollar
P_3613|payment|2021-02-25|262.49|dollar
P_3616|payment|2021-03-04|235.2|dollar
P_3619|payment|2021-07-21|613.89|dollar
P_3622|payment|2022-03-07|645.48|dollar
P_3623|payment|2021-02-27|940.57|dollar
P_3628|payment|2021-02-17|75.51|dollar
P_3629|payment|2022-01-06|372.74|dollar
P_3630|payment|2021-11-20|618.95|dollar
P_3635|payment|2021-02-27|179.27|dollar
P_3637|payment|2021-09-23|400.58|dollar
P_3638|payment|2022-04-01|604.49|dollar
P_3639|payment|2021-12-07|954.99|dollar
P_3641|payment|2021-11-06|431.96|dollar
P_3643|payment|2021-12-21|367.81|dollar
P_3645|payment|2021-07-25|514.61|dollar
P_3650|payment|2021-09-09|254.49|dollar
P_3652|payment|2022-01-15|550.2|dollar
P_3656|payment|2022-04-30|70.84|dollar
P_3658|payment|2021-01-11|808.61|dollar
P_3660|payment|2022-01-28|508.94|dollar
P_3661|payment|2021-10-28|127.63|dollar
P_3662|payment|2021-07-27|124.32|dollar
P_3665|payment|2021-05-11|782.26|dollar
P_3666|payment|2021-09-07|613.55|dollar
P_3669|payment|2022-04-14|781.49|dollar
P_3672|payment|2021-08-05|130.48|dollar
P_3674|payment|2022-03-14|659.7|dollar
P_3678|payment|2022-02-12|52.37|dollar
P_3680|payment|2021-12-22|839.35|dollar
P_3681|payment|2021-02-24|838.76|dollar
P_3685|payment|2021-07-17|271.45|dollar
P_3686|payment|2021-03-24|880.03|dollar
P_3689|payment|2021-02-27|378.44|dollar
P_3690|payment|2021-12-19|418.87|dollar
P_3691|payment|2021-09-17|83.57|dollar
P_3692|payment|2022-01-23|119.44|dollar
P_3695|payment|2021-12-31|210.57|dollar
P_3697|payment|2021-08-30|121.62|dollar
P_3699|payment|2021-08-27|63.88|dollar
