ID|LABEL|POLICY_ID|CLAIMANT_ID|ATTORNEY_ID|AMOUNT|CLAIM_DATE|CAPITAL_GAINS|CAPITAL_LOSS|WITNESSES
D_2563.0|claim|Q_25.87|C_100|X_50|759.79|2022-02-14|747.01|340.4|1
D_2563.1|claim|Q_25.87|C_300|X_27|669.03|2021-01-02|844.82|694.01|5
D_2563.2|claim|Q_25.87|C_2200|X_33|274.03|2021-02-18|890.37|474.2|3
D_2563.3|claim|Q_25.87|C_4200|X_16|996.28|2021-05-13|354.81|239.87|0
D_2563.4|claim|Q_25.87|C_200|X_5|696.24|2021-03-25|312.3|69.76|5
D_2564.0|claim|Q_25.88|C_500|X_0|490.76|2021-04-19|15.75|991.94|5
D_2564.1|claim|Q_25.88|C_1300|X_20|455.76|2022-02-17|973.15|621.55|1
D_2564.2|claim|Q_25.88|C_700|X_3|194.34|2021-01-13|785.86|52.33|5
D_2565.0|claim|Q_25.89|C_4400|X_28|476.7|2021-11-30|402.34|477.62|0
D_2565.1|claim|Q_25.89|C_800|X_16|102.76|2021-07-13|882.08|847.39|2
D_2566.0|claim|Q_25.90|C_2000|X_37|845.7|2021-06-27|750.94|593.25|3
D_2566.1|claim|Q_25.90|C_0|X_30|290.29|2021-08-01|813.92|659.06|5
D_2568.0|claim|Q_25.92|C_1100|X_33|458.37|2021-07-16|739.04|715.1|0
D_2568.1|claim|Q_25.92|C_4800|X_38|323.87|2021-05-15|696.39|607.19|0
D_2568.2|claim|Q_25.92|C_4100|X_44|446.73|2021-11-11|11.51|63.25|5
D_2569.0|claim|Q_25.93|C_700|X_3|166.85|2021-02-11|291.35|197.66|2
D_2569.1|claim|Q_25.93|C_3000|X_13|785.59|2021-10-20|901.57|523.96|3
D_2569.2|claim|Q_25.93|C_3900|X_43|134.68|2021-03-26|80.26|228.82|4
D_2569.3|claim|Q_25.93|C_2700|X_47|755.2|2021-10-08|310.61|565.64|5
D_2569.4|claim|Q_25.93|C_2000|X_19|582.44|2022-02-06|732.98|932.74|5
D_2571.0|claim|Q_25.95|C_2700|X_17|680.81|2021-05-12|598.62|43.27|0
D_2572.0|claim|Q_25.96|C_200|X_2|702.33|2022-02-17|113.27|422.02|5
D_2572.1|claim|Q_25.96|C_5000|X_38|933.73|2022-04-28|528.6|664.69|0
D_2574.0|claim|Q_25.98|C_1900|X_46|659.83|2022-02-13|985.48|42.94|4
D_2574.1|claim|Q_25.98|C_3600|X_32|284.24|2021-09-17|130.94|751.25|2
D_2574.2|claim|Q_25.98|C_2100|X_20|356.5|2021-12-02|762.38|118.12|2
D_2574.3|claim|Q_25.98|C_2300|X_45|959.36|2021-10-20|982.9|527.33|1
D_2575.0|claim|Q_25.99|C_400|X_32|637.74|2021-12-13|992.29|810.54|5
D_2575.1|claim|Q_25.99|C_200|X_25|314.08|2021-01-02|755.0|588.43|4
D_2575.2|claim|Q_25.99|C_5000|X_29|731.25|2021-01-18|711.37|215.0|1
D_2575.3|claim|Q_25.99|C_2100|X_24|129.5|2021-06-01|355.47|455.17|4
D_2575.4|claim|Q_25.99|C_4600|X_26|784.07|2022-04-17|228.21|250.44|5
D_2576.0|claim|Q_26.1|C_1500|X_45|647.43|2021-04-03|9.82|528.11|2
D_2576.1|claim|Q_26.1|C_3300|X_3|434.72|2021-07-14|729.54|364.5|0
D_2577.0|claim|Q_26.2|C_400|X_42|366.73|2021-10-05|219.99|106.44|2
D_2577.1|claim|Q_26.2|C_1700|X_33|939.05|2022-04-14|837.79|477.55|4
D_2577.2|claim|Q_26.2|C_2200|X_20|236.13|2021-04-19|776.73|484.01|1
D_2577.3|claim|Q_26.2|C_2100|X_1|412.22|2021-07-18|600.05|757.71|5
D_2579.0|claim|Q_26.4|C_2000|X_12|131.75|2021-12-06|495.53|754.41|0
D_2579.1|claim|Q_26.4|C_1500|X_11|359.46|2021-02-01|172.43|41.07|1
D_2580.0|claim|Q_26.5|C_900|X_39|947.54|2021-09-16|172.34|110.68|2
D_2581.0|claim|Q_26.6|C_1300|X_21|568.07|2021-11-26|112.34|578.12|1
D_2582.0|claim|Q_26.7|C_3900|X_8|954.89|2022-03-28|415.13|856.88|4
D_2585.0|claim|Q_26.10|C_3200|X_46|896.38|2022-03-19|771.97|195.76|4
D_2585.1|claim|Q_26.10|C_3000|X_41|705.63|2021-04-20|200.11|727.81|2
D_2586.0|claim|Q_26.11|C_1800|X_30|241.11|2021-11-19|494.99|341.62|1
D_2586.1|claim|Q_26.11|C_2900|X_31|455.4|2021-03-30|785.81|79.85|5
D_2586.2|claim|Q_26.11|C_1200|X_23|926.15|2021-01-21|889.05|23.31|2
D_2586.3|claim|Q_26.11|C_3600|X_4|169.35|2021-06-27|647.86|33.8|3
D_2586.4|claim|Q_26.11|C_1000|X_15|159.44|2022-02-11|779.63|557.61|3
D_2588.0|claim|Q_26.13|C_1000|X_33|170.89|2021-01-23|101.05|567.1|4
D_2588.1|claim|Q_26.13|C_4500|X_31|107.91|2021-12-25|118.8|148.13|4
D_2588.2|claim|Q_26.13|C_2200|X_28|919.42|2021-08-18|734.7|483.59|4
D_2590.0|claim|Q_26.15|C_3100|X_14|995.61|2021-02-18|300.92|348.25|1
D_2590.1|claim|Q_26.15|C_2000|X_50|466.14|2021-01-09|580.86|777.51|0
D_2590.2|claim|Q_26.15|C_0|X_42|376.5|2022-01-13|195.97|522.99|3
D_2590.3|claim|Q_26.15|C_4000|X_11|142.16|2021-11-02|574.65|155.97|4
D_2590.4|claim|Q_26.15|C_3900|X_16|184.47|2021-07-24|396.92|220.2|2
D_2591.0|claim|Q_26.16|C_700|X_5|152.27|2021-07-30|992.92|439.11|1
D_2591.1|claim|Q_26.16|C_4000|X_28|405.06|2021-08-01|723.84|557.2|3
D_2592.0|claim|Q_26.17|C_4100|X_7|374.4|2021-03-01|777.21|134.97|4
D_2592.1|claim|Q_26.17|C_100|X_34|631.47|2021-01-22|585.22|964.27|2
D_2592.2|claim|Q_26.17|C_2200|X_35|462.77|2021-12-21|900.55|953.3|4
D_2592.3|claim|Q_26.17|C_2400|X_7|890.56|2022-02-28|589.85|603.4|2
D_2593.0|claim|Q_26.18|C_2100|X_38|373.95|2021-04-09|534.56|889.81|2
D_2593.1|claim|Q_26.18|C_3100|X_40|683.23|2021-01-11|764.43|973.18|5
D_2593.2|claim|Q_26.18|C_4100|X_22|811.28|2022-02-28|406.9|307.84|5
D_2594.0|claim|Q_26.19|C_1200|X_48|511.33|2022-01-28|953.48|787.74|0
D_2594.1|claim|Q_26.19|C_600|X_18|788.65|2022-04-01|349.92|375.88|5
D_2594.2|claim|Q_26.19|C_1700|X_1|615.13|2021-07-27|323.99|31.88|5
D_2595.0|claim|Q_26.20|C_2800|X_12|297.71|2021-01-22|426.74|493.14|0
D_2596.0|claim|Q_26.21|C_4500|X_38|178.15|2021-12-23|396.97|539.8|0
D_2596.1|claim|Q_26.21|C_4000|X_0|485.67|2021-06-17|748.81|368.12|0
D_2596.2|claim|Q_26.21|C_3400|X_7|899.5|2021-03-07|643.78|687.28|1
D_2597.0|claim|Q_26.22|C_0|X_34|400.82|2021-06-05|92.73|462.49|3
D_2597.1|claim|Q_26.22|C_2400|X_33|268.04|2021-03-28|807.04|809.12|4
D_2597.2|claim|Q_26.22|C_400|X_37|574.56|2021-04-11|585.57|854.86|1
D_2597.3|claim|Q_26.22|C_1400|X_19|596.02|2021-11-02|688.19|139.21|1
D_2599.0|claim|Q_26.24|C_1700|X_49|142.43|2021-06-14|489.55|658.01|0
D_2600.0|claim|Q_26.25|C_4500|X_36|712.07|2021-08-02|873.5|865.02|5
D_2600.1|claim|Q_26.25|C_2500|X_18|750.99|2022-04-29|512.97|253.5|1
D_2601.0|claim|Q_26.26|C_1200|X_29|453.4|2021-11-20|146.79|888.17|1
D_2601.1|claim|Q_26.26|C_1600|X_28|297.84|2021-12-21|431.13|944.37|4
D_2602.0|claim|Q_26.27|C_4100|X_43|991.13|2022-03-18|370.74|933.29|4
D_2602.1|claim|Q_26.27|C_4800|X_6|664.0|2021-01-30|632.8|231.52|1
D_2602.2|claim|Q_26.27|C_2400|X_18|502.55|2021-09-05|611.01|708.47|4
D_2603.0|claim|Q_26.28|C_4300|X_29|265.68|2021-05-15|890.14|892.43|3
D_2603.1|claim|Q_26.28|C_2900|X_18|237.48|2021-10-23|782.14|638.2|4
D_2603.2|claim|Q_26.28|C_900|X_48|960.63|2021-01-20|664.73|770.88|3
D_2603.3|claim|Q_26.28|C_4700|X_11|527.57|2021-03-01|587.34|946.12|5
D_2603.4|claim|Q_26.28|C_0|X_24|259.66|2021-09-19|449.55|422.78|5
D_2604.0|claim|Q_26.29|C_2100|X_8|165.87|2021-06-20|480.56|29.28|5
D_2604.1|claim|Q_26.29|C_3900|X_42|303.41|2021-11-05|771.87|568.45|1
D_2604.2|claim|Q_26.29|C_3100|X_5|808.8|2021-04-04|111.33|258.52|0
D_2604.3|claim|Q_26.29|C_3400|X_28|235.93|2021-09-29|939.78|910.4|2
D_2605.0|claim|Q_26.30|C_1200|X_34|917.32|2021-03-25|410.62|860.23|2
D_2606.0|claim|Q_26.31|C_5000|X_37|857.87|2021-04-12|825.99|22.57|2
D_2606.1|claim|Q_26.31|C_0|X_35|387.54|2021-07-18|974.96|272.98|2
D_2606.2|claim|Q_26.31|C_200|X_0|213.22|2021-04-20|765.37|487.45|1
D_2607.0|claim|Q_26.32|C_4900|X_49|129.76|2022-01-20|288.5|323.08|5
D_2607.1|claim|Q_26.32|C_4500|X_19|170.53|2022-03-20|816.5|307.03|2
D_2607.2|claim|Q_26.32|C_4200|X_23|937.73|2021-06-02|75.6|798.42|4
D_2607.3|claim|Q_26.32|C_2300|X_38|436.38|2021-11-10|595.62|114.38|0
D_2607.4|claim|Q_26.32|C_2200|X_9|561.24|2021-06-17|129.39|316.34|5
D_2608.0|claim|Q_26.33|C_500|X_10|414.65|2021-09-27|580.81|492.89|5
D_2608.1|claim|Q_26.33|C_200|X_11|275.62|2022-03-05|662.78|466.08|2
D_2608.2|claim|Q_26.33|C_1400|X_38|219.01|2022-02-11|350.86|788.93|0
D_2608.3|claim|Q_26.33|C_3600|X_44|150.93|2021-09-30|348.96|901.21|2
D_2608.4|claim|Q_26.33|C_1900|X_30|926.5|2021-06-24|832.79|918.77|0
D_2609.0|claim|Q_26.34|C_3800|X_20|747.44|2021-03-03|747.82|657.53|2
D_2610.0|claim|Q_26.35|C_800|X_42|394.44|2021-11-04|748.52|105.24|3
D_2610.1|claim|Q_26.35|C_3100|X_34|633.23|2021-12-20|514.77|178.06|3
D_2610.2|claim|Q_26.35|C_2000|X_27|520.1|2022-03-16|385.11|456.49|5
D_2611.0|claim|Q_26.36|C_2700|X_32|370.53|2021-07-31|187.59|1.41|0
D_2611.1|claim|Q_26.36|C_600|X_36|121.17|2022-03-16|710.8|955.3|5
D_2612.0|claim|Q_26.37|C_4100|X_5|274.04|2021-09-18|54.92|831.97|5
D_2613.0|claim|Q_26.38|C_3300|X_3|811.79|2021-04-27|303.85|337.08|2
D_2613.1|claim|Q_26.38|C_4200|X_14|149.34|2021-12-25|378.63|61.76|4
D_2613.2|claim|Q_26.38|C_3400|X_22|357.39|2022-02-25|18.2|781.71|3
D_2613.3|claim|Q_26.38|C_3600|X_19|885.13|2021-07-13|959.93|491.08|1
D_2614.0|claim|Q_26.39|C_5000|X_14|863.58|2022-04-04|849.59|32.13|3
D_2614.1|claim|Q_26.39|C_4900|X_7|766.56|2021-10-08|902.91|743.03|5
D_2614.2|claim|Q_26.39|C_2500|X_16|330.45|2022-02-06|277.83|231.14|3
D_2614.3|claim|Q_26.39|C_3900|X_29|144.0|2021-04-03|720.28|29.52|5
D_2615.0|claim|Q_26.40|C_3200|X_41|436.18|2021-02-03|972.28|842.45|1
D_2615.1|claim|Q_26.40|C_900|X_19|973.39|2022-03-22|47.51|719.02|3
D_2615.2|claim|Q_26.40|C_3600|X_11|844.76|2021-02-21|241.67|274.95|4
D_2615.3|claim|Q_26.40|C_900|X_22|963.06|2021-01-22|321.74|996.43|5
D_2617.0|claim|Q_26.42|C_200|X_23|617.21|2021-04-15|602.37|382.56|0
D_2617.1|claim|Q_26.42|C_4400|X_17|693.19|2021-09-11|797.71|420.76|4
D_2617.2|claim|Q_26.42|C_100|X_18|663.42|2022-04-17|404.92|125.48|1
D_2617.3|claim|Q_26.42|C_3300|X_26|480.26|2021-06-09|863.44|281.51|3
D_2618.0|claim|Q_26.43|C_3600|X_4|240.45|2022-04-26|978.78|943.02|2
D_2618.1|claim|Q_26.43|C_4100|X_33|193.01|2021-01-09|464.33|826.56|3
D_2618.2|claim|Q_26.43|C_5000|X_2|764.93|2021-06-20|930.77|730.71|1
D_2619.0|claim|Q_26.44|C_2700|X_28|685.83|2022-02-27|631.3|725.18|0
D_2620.0|claim|Q_26.45|C_1700|X_35|504.12|2021-10-04|245.73|477.8|3
D_2620.1|claim|Q_26.45|C_1000|X_17|667.5|2022-04-30|341.6|236.23|3
D_2620.2|claim|Q_26.45|C_800|X_47|885.0|2021-06-11|189.64|439.17|5
D_2620.3|claim|Q_26.45|C_200|X_47|806.37|2021-08-13|9.86|214.59|4
D_2620.4|claim|Q_26.45|C_4100|X_38|784.57|2021-12-26|102.41|46.12|2
D_2621.0|claim|Q_26.46|C_4300|X_31|312.9|2021-08-11|489.85|65.58|0
D_2621.1|claim|Q_26.46|C_3000|X_35|362.56|2021-05-24|378.83|648.43|3
D_2621.2|claim|Q_26.46|C_3600|X_12|458.84|2022-01-24|369.07|491.11|4
D_2622.0|claim|Q_26.47|C_1300|X_47|514.89|2021-02-19|14.08|128.3|2
D_2623.0|claim|Q_26.48|C_700|X_2|565.05|2021-06-13|805.01|251.69|3
D_2625.0|claim|Q_26.50|C_3600|X_22|897.13|2021-06-20|495.29|459.31|4
D_2625.1|claim|Q_26.50|C_2300|X_38|288.9|2022-02-18|173.05|589.74|0
D_2625.2|claim|Q_26.50|C_1000|X_45|713.19|2021-12-08|759.2|211.81|1
D_2626.0|claim|Q_26.51|C_600|X_47|757.97|2021-06-17|792.27|622.03|3
D_2626.1|claim|Q_26.51|C_1500|X_24|658.75|2021-05-05|552.76|117.54|0
D_2626.2|claim|Q_26.51|C_2400|X_35|299.98|2022-02-26|632.51|546.14|4
D_2626.3|claim|Q_26.51|C_3900|X_40|251.16|2021-04-21|746.07|660.89|1
D_2626.4|claim|Q_26.51|C_3800|X_2|712.89|2021-12-03|975.4|593.1|4
D_2628.0|claim|Q_26.53|C_4700|X_35|935.03|2021-05-07|259.96|253.07|0
D_2629.0|claim|Q_26.54|C_700|X_14|327.43|2021-11-16|666.61|679.55|4
D_2629.1|claim|Q_26.54|C_600|X_34|213.6|2022-04-29|91.19|172.27|5
D_2629.2|claim|Q_26.54|C_3400|X_29|175.84|2021-08-06|401.24|256.11|1
D_2630.0|claim|Q_26.55|C_1200|X_13|717.78|2021-01-06|24.27|252.15|0
D_2630.1|claim|Q_26.55|C_1600|X_10|333.74|2022-01-05|752.61|43.49|3
D_2630.2|claim|Q_26.55|C_500|X_35|901.8|2021-01-03|81.3|984.08|2
D_2631.0|claim|Q_26.56|C_200|X_38|839.55|2021-11-01|373.04|437.72|3
D_2631.1|claim|Q_26.56|C_3600|X_5|796.28|2021-02-17|484.84|183.98|1
D_2631.2|claim|Q_26.56|C_2200|X_39|375.35|2022-01-31|338.83|882.6|1
D_2632.0|claim|Q_26.57|C_4100|X_3|839.88|2021-12-03|886.71|2.79|4
D_2632.1|claim|Q_26.57|C_2900|X_32|837.33|2021-11-14|831.1|625.73|5
D_2632.2|claim|Q_26.57|C_2300|X_25|790.2|2021-09-29|282.85|773.72|4
D_2635.0|claim|Q_26.60|C_1600|X_27|951.44|2021-10-05|479.15|763.41|0
D_2635.1|claim|Q_26.60|C_3600|X_45|980.03|2021-01-28|907.26|402.21|2
D_2635.2|claim|Q_26.60|C_800|X_35|212.41|2021-06-07|50.66|393.57|2
D_2636.0|claim|Q_26.61|C_200|X_39|311.23|2022-02-07|141.53|930.92|0
D_2636.1|claim|Q_26.61|C_200|X_50|114.01|2021-03-31|532.14|429.81|1
D_2637.0|claim|Q_26.62|C_2100|X_17|473.6|2021-01-21|778.38|62.25|4
D_2637.1|claim|Q_26.62|C_3200|X_9|870.02|2021-10-12|914.49|184.74|2
D_2637.2|claim|Q_26.62|C_1100|X_29|763.77|2021-05-30|755.12|167.79|3
D_2638.0|claim|Q_26.63|C_3500|X_50|915.09|2021-10-17|745.67|571.99|3
D_2638.1|claim|Q_26.63|C_800|X_23|668.38|2021-05-26|896.52|803.54|0
D_2638.2|claim|Q_26.63|C_4000|X_12|253.54|2022-04-14|646.31|755.82|0
D_2638.3|claim|Q_26.63|C_3600|X_11|526.39|2021-01-18|637.35|459.51|5
D_2640.0|claim|Q_26.65|C_2900|X_15|222.24|2022-03-04|246.59|147.88|4
D_2641.0|claim|Q_26.66|C_2000|X_19|730.97|2022-04-21|547.23|851.75|3
D_2641.1|claim|Q_26.66|C_1200|X_41|249.29|2022-03-16|712.69|431.17|1
D_2642.0|claim|Q_26.67|C_2800|X_7|476.95|2021-09-21|557.96|931.91|3
D_2642.1|claim|Q_26.67|C_300|X_1|266.29|2021-10-22|342.86|524.1|3
D_2643.0|claim|Q_26.68|C_800|X_44|875.04|2021-09-23|335.23|351.17|3
D_2643.1|claim|Q_26.68|C_3300|X_44|379.95|2021-12-19|148.54|169.02|5
D_2644.0|claim|Q_26.69|C_0|X_42|789.57|2021-07-08|305.3|725.57|5
D_2645.0|claim|Q_26.70|C_1500|X_16|235.92|2021-11-02|339.18|76.19|5
D_2646.0|claim|Q_26.71|C_4000|X_19|924.99|2022-02-01|292.06|115.43|2
D_2646.1|claim|Q_26.71|C_4900|X_5|764.65|2021-12-06|885.74|192.96|5
D_2646.2|claim|Q_26.71|C_1100|X_17|858.56|2021-11-19|689.29|84.94|1
D_2646.3|claim|Q_26.71|C_4600|X_21|814.28|2022-03-10|369.74|721.79|3
D_2646.4|claim|Q_26.71|C_4900|X_46|706.55|2022-03-08|807.83|834.17|3
D_2647.0|claim|Q_26.72|C_2100|X_5|516.26|2021-12-03|203.51|320.18|2
D_2647.1|claim|Q_26.72|C_4200|X_20|569.79|2021-01-20|984.62|719.74|2
D_2647.2|claim|Q_26.72|C_2200|X_18|184.56|2021-08-18|802.5|982.42|2
D_2647.3|claim|Q_26.72|C_2600|X_25|647.36|2021-07-17|452.09|532.28|0
D_2649.0|claim|Q_26.74|C_5000|X_23|718.29|2022-02-09|950.02|292.01|5
D_2649.1|claim|Q_26.74|C_4000|X_40|581.5|2021-04-07|510.9|505.87|4
D_2649.2|claim|Q_26.74|C_1300|X_45|480.11|2021-02-14|448.43|589.81|2
D_2650.0|claim|Q_26.75|C_2900|X_26|734.01|2021-01-29|414.39|352.58|3
D_2650.1|claim|Q_26.75|C_1300|X_22|315.31|2021-11-16|684.04|506.0|0
D_2650.2|claim|Q_26.75|C_2600|X_39|352.92|2021-05-23|543.65|512.43|3
D_2650.3|claim|Q_26.75|C_2600|X_1|708.49|2021-04-24|312.16|853.86|5
D_2651.0|claim|Q_26.76|C_3900|X_34|111.25|2022-02-08|842.24|978.14|4
D_2651.1|claim|Q_26.76|C_1500|X_26|374.69|2022-03-01|177.01|401.42|3
D_2651.2|claim|Q_26.76|C_1100|X_23|835.2|2022-04-23|272.8|99.2|5
D_2651.3|claim|Q_26.76|C_1600|X_13|503.6|2022-02-05|274.76|66.27|5
D_2651.4|claim|Q_26.76|C_4000|X_34|564.61|2021-07-12|654.59|995.76|0
D_2653.0|claim|Q_26.78|C_2000|X_34|240.92|2021-09-21|916.34|788.13|0
D_2653.1|claim|Q_26.78|C_2200|X_3|243.27|2022-03-26|256.58|126.52|2
D_2653.2|claim|Q_26.78|C_3200|X_25|268.65|2021-07-12|450.73|633.54|1
D_2653.3|claim|Q_26.78|C_3100|X_7|463.88|2021-08-23|369.47|969.0|2
D_2653.4|claim|Q_26.78|C_2400|X_33|826.23|2022-01-14|315.21|614.78|3
D_2654.0|claim|Q_26.79|C_4000|X_45|293.5|2021-09-04|753.03|473.76|0
D_2655.0|claim|Q_26.80|C_4800|X_20|913.55|2021-01-31|876.3|865.53|1
D_2655.1|claim|Q_26.80|C_4400|X_48|376.77|2021-07-28|357.54|216.19|2
D_2656.0|claim|Q_26.81|C_3900|X_43|452.39|2022-02-18|443.56|631.78|5
D_2656.1|claim|Q_26.81|C_2900|X_30|608.83|2021-01-22|95.61|430.61|5
D_2656.2|claim|Q_26.81|C_3000|X_14|687.44|2021-02-15|568.36|979.23|4
D_2656.3|claim|Q_26.81|C_3600|X_50|899.36|2021-08-30|372.92|462.25|5
D_2656.4|claim|Q_26.81|C_900|X_16|967.27|2022-02-13|517.87|36.35|0
D_2657.0|claim|Q_26.82|C_200|X_32|571.39|2021-05-10|359.62|249.0|5
D_2658.0|claim|Q_26.83|C_1600|X_7|152.32|2021-02-11|848.8|578.98|1
D_2658.1|claim|Q_26.83|C_2800|X_14|658.03|2021-09-12|571.4|674.05|2
D_2659.0|claim|Q_26.84|C_3500|X_36|686.67|2022-02-14|125.63|554.86|4
D_2661.0|claim|Q_26.86|C_3500|X_0|555.91|2021-04-03|347.7|384.32|1
D_2661.1|claim|Q_26.86|C_1300|X_46|118.01|2021-10-25|361.16|217.34|4
D_2664.0|claim|Q_26.89|C_3200|X_9|264.54|2021-03-21|174.54|711.47|4
D_2664.1|claim|Q_26.89|C_1700|X_37|224.53|2021-03-30|294.58|553.86|2
D_2664.2|claim|Q_26.89|C_4300|X_16|316.13|2021-11-30|57.56|450.61|3
D_2664.3|claim|Q_26.89|C_600|X_39|148.28|2021-06-19|370.68|175.37|1
D_2665.0|claim|Q_26.90|C_2900|X_20|651.88|2022-02-27|191.73|901.34|2
D_2665.1|claim|Q_26.90|C_1300|X_34|956.81|2021-12-13|867.2|758.86|3
D_2667.0|claim|Q_26.92|C_2400|X_33|391.15|2021-07-03|561.41|916.65|2
D_2667.1|claim|Q_26.92|C_500|X_31|632.52|2022-03-04|304.92|659.35|0
D_2667.2|claim|Q_26.92|C_400|X_17|179.03|2021-12-09|389.06|571.72|0
D_2668.0|claim|Q_26.93|C_2100|X_19|853.2|2021-04-10|578.36|789.76|2
D_2668.1|claim|Q_26.93|C_1300|X_24|259.13|2021-11-28|662.53|698.01|1
D_2668.2|claim|Q_26.93|C_4600|X_40|558.82|2022-04-18|361.56|435.59|0
D_2668.3|claim|Q_26.93|C_1000|X_43|426.15|2021-12-17|898.8|727.65|5
D_2670.0|claim|Q_26.95|C_4600|X_31|557.41|2021-01-20|682.2|883.12|2
D_2671.0|claim|Q_26.96|C_700|X_3|456.12|2021-09-18|404.98|649.83|2
D_2672.0|claim|Q_26.97|C_3300|X_31|672.29|2021-07-06|883.44|444.12|1
D_2673.0|claim|Q_26.98|C_2700|X_15|643.11|2021-09-11|94.66|909.24|3
D_2673.1|claim|Q_26.98|C_4300|X_47|625.56|2021-01-03|914.04|813.14|1
D_2675.0|claim|Q_27.1|C_3600|X_22|509.97|2022-03-27|954.1|837.31|0
D_2675.1|claim|Q_27.1|C_900|X_29|427.34|2021-08-13|784.38|466.02|2
D_2675.2|claim|Q_27.1|C_4300|X_38|460.05|2021-05-15|350.2|284.3|3
D_2676.0|claim|Q_27.2|C_1700|X_32|748.83|2021-11-20|230.01|68.73|2
D_2676.1|claim|Q_27.2|C_1400|X_32|912.89|2021-03-25|710.74|14.01|0
D_2676.2|claim|Q_27.2|C_4500|X_20|320.84|2021-04-15|801.6|572.71|2
D_2677.0|claim|Q_27.3|C_1600|X_15|583.86|2021-10-07|39.6|611.53|0
D_2677.1|claim|Q_27.3|C_400|X_49|843.58|2022-03-25|848.01|69.97|0
D_2677.2|claim|Q_27.3|C_500|X_39|904.88|2022-04-22|326.32|89.98|0
D_2677.3|claim|Q_27.3|C_3400|X_13|528.97|2021-09-01|719.18|233.17|0
D_2677.4|claim|Q_27.3|C_1600|X_31|525.0|2022-02-28|421.59|263.67|1
D_2679.0|claim|Q_27.5|C_3100|X_7|765.85|2022-04-09|451.32|726.46|5
D_2679.1|claim|Q_27.5|C_3400|X_4|968.35|2021-07-27|995.91|510.68|5
D_2679.2|claim|Q_27.5|C_3100|X_46|756.52|2021-10-11|492.93|72.17|0
D_2679.3|claim|Q_27.5|C_4900|X_42|949.61|2022-04-27|658.25|17.74|2
D_2679.4|claim|Q_27.5|C_1500|X_7|932.5|2022-01-31|757.64|55.02|4
D_2680.0|claim|Q_27.6|C_1200|X_6|950.43|2021-01-29|17.02|455.87|2
D_2680.1|claim|Q_27.6|C_3900|X_16|939.77|2021-08-18|436.57|869.42|5
D_2680.2|claim|Q_27.6|C_1900|X_9|610.24|2022-02-21|802.81|606.56|4
D_2680.3|claim|Q_27.6|C_4000|X_3|914.26|2022-04-15|125.81|325.46|4
D_2680.4|claim|Q_27.6|C_5000|X_9|672.21|2021-04-26|590.49|795.06|3
D_2681.0|claim|Q_27.7|C_4100|X_13|552.45|2021-08-01|918.87|208.15|0
D_2681.1|claim|Q_27.7|C_4800|X_21|601.65|2021-02-15|281.23|622.14|5
D_2681.2|claim|Q_27.7|C_4200|X_35|342.5|2022-04-20|557.94|335.34|0
D_2681.3|claim|Q_27.7|C_3400|X_6|745.03|2021-03-01|969.04|798.07|3
D_2681.4|claim|Q_27.7|C_5000|X_12|362.74|2021-10-08|420.4|967.69|0
D_2682.0|claim|Q_27.8|C_2800|X_34|510.43|2022-01-19|359.86|400.66|4
D_2682.1|claim|Q_27.8|C_1100|X_29|547.84|2021-10-12|471.19|237.3|2
D_2682.2|claim|Q_27.8|C_100|X_37|291.89|2021-07-14|379.04|119.34|4
D_2682.3|claim|Q_27.8|C_5000|X_47|235.47|2021-05-20|506.83|825.44|4
D_2682.4|claim|Q_27.8|C_4800|X_20|138.01|2021-08-13|306.93|518.25|2
D_2684.0|claim|Q_27.10|C_3600|X_44|521.48|2021-01-28|765.3|915.55|3
D_2684.1|claim|Q_27.10|C_3700|X_38|684.13|2021-04-28|870.84|889.79|3
D_2685.0|claim|Q_27.11|C_4800|X_32|177.91|2021-04-26|740.21|183.71|3
D_2685.1|claim|Q_27.11|C_1500|X_22|928.86|2021-12-10|789.75|504.37|1
D_2685.2|claim|Q_27.11|C_4100|X_1|822.99|2021-11-09|61.9|354.9|0
D_2686.0|claim|Q_27.12|C_3500|X_40|841.19|2022-04-17|520.89|611.41|5
D_2688.0|claim|Q_27.14|C_3900|X_43|635.03|2021-04-24|830.05|121.88|5
D_2688.1|claim|Q_27.14|C_4900|X_39|356.58|2021-06-28|198.23|947.27|1
D_2689.0|claim|Q_27.15|C_1800|X_40|680.51|2021-02-24|996.74|826.48|0
D_2689.1|claim|Q_27.15|C_2200|X_31|556.39|2022-02-23|292.07|510.18|0
D_2689.2|claim|Q_27.15|C_3100|X_50|878.24|2021-11-29|75.71|411.88|1
D_2689.3|claim|Q_27.15|C_2800|X_20|667.81|2022-04-21|298.57|451.33|4
D_2689.4|claim|Q_27.15|C_4800|X_22|821.23|2021-11-29|317.07|761.02|0
D_2690.0|claim|Q_27.16|C_3100|X_16|762.74|2022-04-30|116.8|875.29|3
D_2690.1|claim|Q_27.16|C_4700|X_40|951.88|2021-11-25|977.37|758.08|1
D_2691.0|claim|Q_27.17|C_4100|X_32|683.22|2021-02-09|417.77|813.94|2
D_2692.0|claim|Q_27.18|C_1500|X_37|885.38|2021-04-19|693.83|393.06|5
D_2692.1|claim|Q_27.18|C_2700|X_42|213.24|2021-02-02|262.94|826.63|3
D_2692.2|claim|Q_27.18|C_4400|X_2|717.47|2021-12-18|643.74|930.42|5
D_2692.3|claim|Q_27.18|C_900|X_14|634.16|2021-12-25|59.65|50.63|0
