ID|LABEL|POLICY_NUMBER|POLICY_BIND_DATE|POLICY_STATE|POLICY_CSL|POLICY_DEDUCTABLE|POLICY_ANNUAL_PREMIUM|UMBRELLA_LIMIT|AUTO_MAKE|AUTO_YEAR|AGENT_ID|CLAIM_ID
Q_25.58|policy|Q_25.58|2021-05-23|NH|783.96|96.24|279.77|5107559.81|canoo|1994|A_25|
Q_25.59|policy|Q_25.59|2021-04-29|ME|658.59|28.74|224.87|561349.0|jeep|1980|A_25|
Q_25.60|policy|Q_25.60|2021-09-20|ID|926.97|29.56|926.1|5239917.1|audi|1973|A_25|
Q_25.61|policy|Q_25.61|2022-03-31|PA|687.73|66.14|616.31|5609942.07|rivian|1972|A_25|
Q_25.62|policy|Q_25.62|2022-03-26|KY|634.29|15.52|937.76|2926172.83|chevy|2000|A_25|
Q_25.63|policy|Q_25.63|2021-10-31|OR|968.32|81.74|784.1|5380252.12|rivian|1983|A_25|
Q_25.64|policy|Q_25.64|2022-01-09|NJ|561.61|95.92|145.81|3275009.49|canoo|2000|A_25|
Q_25.65|policy|Q_25.65|2021-01-14|CO|428.69|17.62|294.75|8332661.4|volvo|1978|A_25|
Q_25.66|policy|Q_25.66|2022-02-19|TX|347.32|71.53|143.62|3010848.6|porsche|2011|A_25|
Q_25.67|policy|Q_25.67|2021-04-14|MA|547.44|18.13|448.08|9335819.93|rivian|1986|A_25|
Q_25.68|policy|Q_25.68|2021-10-24|IN|994.66|74.72|234.13|2348692.78|chevy|2005|A_25|
Q_25.69|policy|Q_25.69|2021-01-05|TX|179.72|64.57|431.3|8099591.25|audi|1970|A_25|
Q_25.70|policy|Q_25.70|2021-10-18|WI|318.78|69.32|996.47|9892046.78|jeep|2006|A_25|
Q_25.71|policy|Q_25.71|2021-05-17|TN|707.15|40.95|871.53|850536.45|ford|2007|A_25|
Q_25.72|policy|Q_25.72|2022-01-26|NH|877.01|18.3|860.51|7835612.74|porsche|1999|A_25|
Q_25.73|policy|Q_25.73|2021-03-30|LA|906.7|45.96|382.46|6927901.15|jeep|2010|A_25|
Q_25.74|policy|Q_25.74|2021-05-10|MS|752.44|98.47|726.88|2854666.18|canoo|2014|A_25|
Q_25.75|policy|Q_25.75|2021-10-24|PA|960.82|70.56|975.42|9412237.08|chevy|2001|A_25|
Q_25.76|policy|Q_25.76|2022-03-09|KY|501.67|64.01|409.07|8702119.25|jeep|1988|A_25|
Q_25.77|policy|Q_25.77|2021-02-03|CT|828.43|38.22|295.28|3145784.58|ford|1981|A_25|
Q_25.78|policy|Q_25.78|2021-08-18|TN|147.17|11.29|141.66|3503247.12|ford|1988|A_25|
Q_25.79|policy|Q_25.79|2021-12-17|NV|303.25|53.96|630.49|355714.48|rivian|2009|A_25|
Q_25.80|policy|Q_25.80|2021-08-29|OH|489.02|41.32|501.1|1400772.29|rivian|1991|A_25|
Q_25.81|policy|Q_25.81|2021-06-19|TX|731.33|80.79|235.24|3311300.51|rivian|2011|A_25|
Q_25.82|policy|Q_25.82|2022-02-21|ID|937.77|19.67|989.05|1875281.01|jeep|2018|A_25|
Q_25.83|policy|Q_25.83|2022-02-14|DE|356.34|56.16|929.24|7239079.81|volvo|1986|A_25|
Q_25.84|policy|Q_25.84|2022-03-03|NC|794.56|30.04|341.17|7138944.83|porsche|1973|A_25|
Q_25.85|policy|Q_25.85|2021-01-26|RI|659.74|96.96|892.96|207821.83|volvo|2005|A_25|
Q_25.86|policy|Q_25.86|2022-01-29|MI|191.46|54.12|649.17|1902324.65|jeep|1992|A_25|
Q_25.87|policy|Q_25.87|2021-09-08|MN|975.63|87.3|128.83|9369385.17|volvo|1979|A_25|
Q_25.88|policy|Q_25.88|2021-04-08|GA|650.88|52.22|336.88|8685347.72|rivian|1999|A_25|
Q_25.89|policy|Q_25.89|2021-10-25|WY|324.77|49.25|579.03|9542012.2|audi|1991|A_25|
Q_25.90|policy|Q_25.90|2021-11-16|AZ|602.2|60.32|706.52|3116477.88|chevy|1991|A_25|
Q_25.91|policy|Q_25.91|2021-05-08|RI|989.43|50.23|789.58|6892234.41|chevy|1985|A_25|
Q_25.92|policy|Q_25.92|2021-10-20|WA|853.68|32.56|789.4|4900061.17|volvo|1970|A_25|
Q_25.93|policy|Q_25.93|2021-09-26|CO|430.56|78.15|477.93|2151134.26|ford|2008|A_25|
Q_25.94|policy|Q_25.94|2022-02-25|GA|377.08|10.88|988.84|8149356.11|rivian|1976|A_25|
Q_25.95|policy|Q_25.95|2021-05-18|DC|570.95|90.45|673.6|5210141.0|jeep|1970|A_25|
Q_25.96|policy|Q_25.96|2021-12-19|SD|500.44|13.04|659.51|9413028.72|ford|1985|A_25|
Q_25.97|policy|Q_25.97|2021-04-11|OH|483.29|73.96|256.98|3756655.67|ford|2002|A_25|
Q_25.98|policy|Q_25.98|2022-02-21|OH|321.03|68.84|743.75|2955638.75|canoo|2017|A_25|
Q_25.99|policy|Q_25.99|2022-03-31|FL|161.27|22.9|563.99|1753494.71|ford|1999|A_25|
Q_26.1|policy|Q_26.1|2021-01-27|UT|836.57|64.81|413.14|495423.14|porsche|1974|A_26|
Q_26.2|policy|Q_26.2|2021-12-25|CT|232.48|26.62|570.08|1840388.09|porsche|2007|A_26|
Q_26.3|policy|Q_26.3|2021-10-04|NM|430.87|36.31|819.68|1167673.71|chevy|2007|A_26|
Q_26.4|policy|Q_26.4|2021-11-16|RI|166.06|72.68|445.71|4351451.42|canoo|1993|A_26|
Q_26.5|policy|Q_26.5|2022-02-09|MI|136.15|15.71|423.07|9974064.49|rivian|2000|A_26|
Q_26.6|policy|Q_26.6|2021-02-07|HI|170.92|37.57|538.43|7490974.92|porsche|1998|A_26|
Q_26.7|policy|Q_26.7|2022-02-11|MS|369.45|20.65|669.26|3405604.97|audi|2002|A_26|
Q_26.8|policy|Q_26.8|2022-04-26|CA|190.21|60.99|993.97|3949575.33|volvo|1995|A_26|
Q_26.9|policy|Q_26.9|2021-11-17|NV|865.36|47.46|563.18|586669.99|audi|1991|A_26|
Q_26.10|policy|Q_26.10|2021-07-30|KY|191.89|50.44|245.11|2150462.81|porsche|2001|A_26|
Q_26.11|policy|Q_26.11|2022-04-03|OK|341.34|68.77|330.68|782658.03|audi|1977|A_26|
Q_26.12|policy|Q_26.12|2022-04-19|MI|365.86|21.44|127.11|4204304.0|chevy|2003|A_26|
Q_26.13|policy|Q_26.13|2021-02-28|AR|157.31|42.45|881.82|8201498.6|canoo|1993|A_26|
Q_26.14|policy|Q_26.14|2021-01-25|AL|449.5|80.22|361.68|598341.76|ford|1991|A_26|
Q_26.15|policy|Q_26.15|2022-04-29|SD|113.29|98.9|542.83|2806920.7|audi|2015|A_26|
Q_26.16|policy|Q_26.16|2021-07-16|MO|840.05|16.5|789.16|9151824.53|audi|1999|A_26|
Q_26.17|policy|Q_26.17|2021-08-16|MD|514.63|64.8|917.2|3286891.8|canoo|2015|A_26|
Q_26.18|policy|Q_26.18|2021-10-14|NE|393.28|23.05|494.46|7345408.2|audi|1999|A_26|
Q_26.19|policy|Q_26.19|2021-04-04|SD|737.76|54.41|756.76|9944999.56|volvo|2014|A_26|
Q_26.20|policy|Q_26.20|2021-02-02|CO|373.95|55.94|768.35|1730164.62|jeep|1978|A_26|
Q_26.21|policy|Q_26.21|2021-04-18|KY|236.55|45.46|342.22|6042132.75|canoo|1995|A_26|
Q_26.22|policy|Q_26.22|2021-08-03|IN|710.86|55.01|723.11|1145021.66|porsche|1972|A_26|
Q_26.23|policy|Q_26.23|2021-10-25|MO|503.03|99.68|309.88|7949755.31|audi|2015|A_26|
Q_26.24|policy|Q_26.24|2021-05-15|MA|520.8|76.98|821.49|3212195.74|audi|2009|A_26|
Q_26.25|policy|Q_26.25|2022-02-21|CT|415.62|13.37|678.85|7603776.58|porsche|1975|A_26|
Q_26.26|policy|Q_26.26|2021-11-23|MI|303.91|53.87|451.57|6775523.15|ford|1991|A_26|
Q_26.27|policy|Q_26.27|2022-01-22|AL|257.35|90.16|751.02|3176751.39|canoo|2015|A_26|
Q_26.28|policy|Q_26.28|2021-09-24|IA|266.08|58.33|862.63|137917.19|porsche|1981|A_26|
Q_26.29|policy|Q_26.29|2022-04-01|TN|730.99|32.95|955.47|8653303.09|canoo|2004|A_26|
Q_26.30|policy|Q_26.30|2021-11-21|WA|135.05|17.2|999.35|6909149.72|chevy|1990|A_26|
Q_26.31|policy|Q_26.31|2022-02-04|MD|170.5|45.83|268.92|3676094.34|chevy|1995|A_26|
Q_26.32|policy|Q_26.32|2021-04-06|TN|498.89|62.1|837.23|7201332.77|canoo|2001|A_26|
Q_26.33|policy|Q_26.33|2021-07-08|NJ|602.29|63.12|543.2|1162229.05|jeep|1973|A_26|
Q_26.34|policy|Q_26.34|2022-01-20|GA|740.48|57.21|220.85|9048712.89|porsche|1986|A_26|
Q_26.35|policy|Q_26.35|2021-02-24|GA|831.24|76.33|114.22|3491988.19|canoo|1985|A_26|
Q_26.36|policy|Q_26.36|2022-03-10|ID|263.76|99.24|107.6|1135543.44|jeep|1990|A_26|
Q_26.37|policy|Q_26.37|2022-04-09|KY|224.5|64.9|404.32|4586880.19|volvo|2013|A_26|
Q_26.38|policy|Q_26.38|2021-07-21|AR|126.62|91.99|956.61|8956211.23|volvo|2001|A_26|
Q_26.39|policy|Q_26.39|2022-01-09|CO|552.35|16.04|919.12|4345485.35|volvo|1997|A_26|
Q_26.40|policy|Q_26.40|2021-02-16|TX|863.18|77.11|716.9|2799694.32|canoo|2017|A_26|
Q_26.41|policy|Q_26.41|2021-01-05|DE|311.83|25.72|463.97|3702903.21|volvo|2012|A_26|
Q_26.42|policy|Q_26.42|2022-03-13|VA|994.99|88.13|703.69|6309534.74|canoo|2021|A_26|
Q_26.43|policy|Q_26.43|2022-04-11|ME|868.53|70.78|126.31|4169147.89|rivian|1982|A_26|
Q_26.44|policy|Q_26.44|2021-10-26|OR|704.61|95.04|531.64|6230899.04|volvo|2018|A_26|
Q_26.45|policy|Q_26.45|2021-09-17|OH|484.4|15.8|921.42|4024736.61|canoo|2007|A_26|
Q_26.46|policy|Q_26.46|2021-09-25|SC|467.55|88.63|423.01|8009089.64|volvo|2013|A_26|
Q_26.47|policy|Q_26.47|2021-05-19|OK|134.98|83.41|864.33|4308221.63|audi|1976|A_26|
Q_26.48|policy|Q_26.48|2021-05-11|UT|511.74|32.82|684.07|724308.84|volvo|1978|A_26|
Q_26.49|policy|Q_26.49|2022-04-25|SC|551.15|97.47|963.43|134301.33|audi|2008|A_26|
Q_26.50|policy|Q_26.50|2021-12-28|OK|798.53|92.79|816.16|4930213.95|chevy|2000|A_26|
Q_26.51|policy|Q_26.51|2022-01-25|WA|507.05|30.26|501.43|4222723.15|jeep|1988|A_26|
Q_26.52|policy|Q_26.52|2022-01-28|WA|888.9|56.35|114.6|1969953.11|jeep|2001|A_26|
Q_26.53|policy|Q_26.53|2021-04-28|OH|780.22|31.08|624.84|5433816.34|audi|1973|A_26|
Q_26.54|policy|Q_26.54|2021-12-30|MA|383.96|97.22|683.55|7617015.34|ford|1989|A_26|
Q_26.55|policy|Q_26.55|2021-07-07|FL|420.1|55.06|495.86|882544.16|canoo|1973|A_26|
Q_26.56|policy|Q_26.56|2021-10-13|WV|464.49|39.14|531.96|2632042.56|canoo|1980|A_26|
Q_26.57|policy|Q_26.57|2021-06-29|TX|194.09|14.44|413.89|446204.9|ford|2000|A_26|
Q_26.58|policy|Q_26.58|2021-03-21|UT|855.06|66.81|626.26|6010861.7|porsche|1985|A_26|
Q_26.59|policy|Q_26.59|2021-01-28|IA|151.75|50.67|985.46|2594714.33|audi|2013|A_26|
Q_26.60|policy|Q_26.60|2021-12-26|LA|262.93|89.76|795.99|2464022.63|ford|2015|A_26|
Q_26.61|policy|Q_26.61|2021-06-11|ND|119.56|73.98|999.81|3032607.52|porsche|1992|A_26|
Q_26.62|policy|Q_26.62|2021-08-04|NC|567.22|32.72|518.54|661327.53|jeep|2013|A_26|
Q_26.63|policy|Q_26.63|2021-03-05|IL|734.11|43.03|869.62|6752897.91|rivian|2004|A_26|
Q_26.64|policy|Q_26.64|2021-06-19|SD|313.05|89.59|527.42|7930487.08|chevy|2009|A_26|
Q_26.65|policy|Q_26.65|2021-11-11|MA|946.22|14.81|938.0|6238389.47|rivian|2012|A_26|
Q_26.66|policy|Q_26.66|2022-02-21|WI|657.53|86.87|409.59|6323770.48|porsche|1974|A_26|
Q_26.67|policy|Q_26.67|2021-11-26|VA|182.96|75.4|267.34|3841640.57|rivian|2015|A_26|
Q_26.68|policy|Q_26.68|2021-02-22|GA|251.73|88.56|678.22|611939.45|canoo|1973|A_26|
Q_26.69|policy|Q_26.69|2021-04-30|NE|425.29|61.49|281.97|3768254.36|chevy|2019|A_26|
Q_26.70|policy|Q_26.70|2021-12-23|ME|842.64|76.89|909.51|1131271.28|rivian|2018|A_26|
Q_26.71|policy|Q_26.71|2022-02-16|AK|460.49|77.44|483.66|6999070.2|rivian|1974|A_26|
Q_26.72|policy|Q_26.72|2022-04-03|OR|448.51|85.7|778.43|4187191.55|ford|1993|A_26|
Q_26.73|policy|Q_26.73|2022-02-15|AL|154.82|13.21|550.32|7433229.01|volvo|2003|A_26|
Q_26.74|policy|Q_26.74|2021-01-01|CT|915.11|86.86|853.39|5085583.56|canoo|1976|A_26|
Q_26.75|policy|Q_26.75|2021-09-05|SC|585.2|10.21|812.71|1414878.97|ford|2015|A_26|
Q_26.76|policy|Q_26.76|2021-11-29|MS|901.84|74.48|665.15|4326341.76|canoo|1994|A_26|
Q_26.77|policy|Q_26.77|2022-02-25|KS|601.54|20.04|535.48|7021876.39|chevy|2015|A_26|
Q_26.78|policy|Q_26.78|2021-08-11|CO|648.65|22.65|482.69|6156641.61|chevy|2009|A_26|
Q_26.79|policy|Q_26.79|2021-03-18|NE|434.27|39.83|824.66|8291267.79|jeep|1982|A_26|
Q_26.80|policy|Q_26.80|2022-04-30|RI|397.13|46.23|495.0|3469339.58|audi|1980|A_26|
Q_26.81|policy|Q_26.81|2021-11-30|IN|633.64|38.34|365.3|6467267.17|canoo|1997|A_26|
Q_26.82|policy|Q_26.82|2021-12-14|VT|129.49|44.37|775.91|171082.2|audi|1978|A_26|
Q_26.83|policy|Q_26.83|2021-04-21|ND|327.49|60.64|585.72|1916456.39|volvo|2002|A_26|
Q_26.84|policy|Q_26.84|2021-12-01|IL|599.72|70.04|641.02|9122710.51|jeep|1970|A_26|
Q_26.85|policy|Q_26.85|2022-03-13|MA|243.69|69.01|500.31|7539581.85|rivian|1992|A_26|
Q_26.86|policy|Q_26.86|2021-01-17|MD|292.28|83.4|864.28|7930898.77|jeep|1991|A_26|
Q_26.87|policy|Q_26.87|2022-01-26|VA|964.31|81.82|299.23|1934923.53|audi|1986|A_26|
Q_26.88|policy|Q_26.88|2021-04-14|MD|291.29|57.14|800.03|7076126.9|porsche|1982|A_26|
Q_26.89|policy|Q_26.89|2021-08-02|WV|863.57|16.16|770.53|8593774.03|porsche|2009|A_26|
Q_26.90|policy|Q_26.90|2022-02-01|TN|512.75|29.66|172.23|6543287.64|porsche|2006|A_26|
Q_26.91|policy|Q_26.91|2021-09-24|MN|662.71|67.91|644.86|9566736.91|ford|1995|A_26|
Q_26.92|policy|Q_26.92|2021-07-03|MT|522.99|18.81|301.2|6876186.71|rivian|2015|A_26|
Q_26.93|policy|Q_26.93|2021-04-22|OR|148.29|44.87|522.65|205560.79|canoo|1988|A_26|
Q_26.94|policy|Q_26.94|2021-01-11|IA|131.18|44.29|193.05|7841633.82|canoo|1996|A_26|
Q_26.95|policy|Q_26.95|2021-11-01|FL|241.99|63.61|636.8|9379471.05|canoo|1986|A_26|
Q_26.96|policy|Q_26.96|2021-08-13|WI|295.32|39.76|688.64|7125867.54|canoo|1972|A_26|
Q_26.97|policy|Q_26.97|2021-05-04|MO|688.6|12.02|379.94|3227238.92|volvo|1978|A_26|
Q_26.98|policy|Q_26.98|2022-02-28|MA|748.86|75.06|804.95|7398722.0|canoo|1996|A_26|
Q_26.99|policy|Q_26.99|2021-07-11|NE|668.34|76.22|673.08|7248744.3|audi|1993|A_26|
Q_27.1|policy|Q_27.1|2021-12-07|DE|411.81|55.1|542.66|6470376.09|canoo|2011|A_27|
Q_27.2|policy|Q_27.2|2021-12-09|NY|312.94|58.82|679.01|1058170.0|canoo|1993|A_27|
Q_27.3|policy|Q_27.3|2022-02-16|AR|675.22|18.82|258.86|4148097.54|canoo|1970|A_27|
Q_27.4|policy|Q_27.4|2021-11-21|ID|382.48|19.65|534.17|1095064.44|chevy|1976|A_27|
Q_27.5|policy|Q_27.5|2021-06-06|WV|387.96|40.16|444.49|622367.82|porsche|2018|A_27|
Q_27.6|policy|Q_27.6|2021-06-14|DC|188.33|96.04|856.95|5434271.28|jeep|1976|A_27|
Q_27.7|policy|Q_27.7|2021-04-26|CT|929.95|25.63|494.55|6974914.33|volvo|1994|A_27|
Q_27.8|policy|Q_27.8|2021-12-25|NH|504.07|77.62|967.81|1551256.1|canoo|1990|A_27|
Q_27.9|policy|Q_27.9|2021-09-05|KS|365.02|89.31|805.99|9511328.75|canoo|2011|A_27|
Q_27.10|policy|Q_27.10|2021-06-17|AZ|597.76|53.52|420.06|3020013.69|rivian|2012|A_27|
Q_27.11|policy|Q_27.11|2022-01-04|WI|174.83|64.22|178.58|344511.46|chevy|1995|A_27|
Q_27.12|policy|Q_27.12|2021-12-27|IA|359.34|29.03|434.76|1859429.52|audi|2010|A_27|
Q_27.13|policy|Q_27.13|2021-03-26|CO|101.44|31.1|124.1|882327.73|rivian|1996|A_27|
Q_27.14|policy|Q_27.14|2021-08-07|ME|887.82|95.6|114.18|6607056.02|jeep|1977|A_27|
Q_27.15|policy|Q_27.15|2021-09-18|ID|439.43|41.03|753.72|7851564.35|porsche|1970|A_27|
Q_27.16|policy|Q_27.16|2022-02-12|MI|155.17|67.37|308.47|99581.04|volvo|1974|A_27|
Q_27.17|policy|Q_27.17|2021-03-27|VA|349.21|61.4|436.6|2287327.12|audi|1999|A_27|
Q_27.18|policy|Q_27.18|2021-06-07|TX|779.25|75.24|639.79|429863.32|canoo|1995|A_27|
Q_27.19|policy|Q_27.19|2021-07-28|TN|220.35|42.82|454.53|6632657.33|rivian|1980|A_27|
Q_27.20|policy|Q_27.20|2021-04-18|OR|676.27|62.84|272.89|9594505.06|volvo|1978|A_27|
Q_27.21|policy|Q_27.21|2021-02-21|AK|723.59|67.74|516.04|2597565.48|jeep|2007|A_27|
Q_27.22|policy|Q_27.22|2022-04-01|MI|964.49|24.51|131.84|3482851.28|canoo|1972|A_27|
Q_27.23|policy|Q_27.23|2021-05-27|WV|179.55|72.79|733.7|6148721.27|jeep|1975|A_27|
Q_27.24|policy|Q_27.24|2022-04-29|ID|448.08|25.51|908.06|4381214.75|ford|1994|A_27|
Q_27.25|policy|Q_27.25|2021-07-18|VT|451.67|68.28|948.01|5497517.23|porsche|1970|A_27|
Q_27.26|policy|Q_27.26|2021-12-12|NH|436.97|13.93|489.15|1231531.2|ford|2016|A_27|
Q_27.27|policy|Q_27.27|2021-05-27|AK|833.11|74.07|770.55|9743611.74|chevy|2022|A_27|
Q_27.28|policy|Q_27.28|2021-08-14|IA|744.92|98.54|829.16|109551.06|porsche|2016|A_27|
Q_27.29|policy|Q_27.29|2021-03-18|MI|475.88|33.83|580.37|3375786.47|audi|2016|A_27|
Q_27.30|policy|Q_27.30|2022-02-03|WV|553.55|93.14|583.73|119266.47|jeep|2018|A_27|
Q_27.31|policy|Q_27.31|2021-05-28|NY|897.75|68.38|874.85|5386409.38|porsche|1987|A_27|
Q_27.32|policy|Q_27.32|2021-04-03|WY|157.26|16.56|376.38|5149429.56|chevy|2005|A_27|
Q_27.33|policy|Q_27.33|2021-06-20|IN|824.54|38.61|390.15|9948476.17|ford|1996|A_27|
Q_27.34|policy|Q_27.34|2022-03-14|VT|565.01|46.88|436.91|5726603.79|canoo|1995|A_27|
Q_27.35|policy|Q_27.35|2021-07-07|AZ|817.85|65.68|576.92|5193565.1|canoo|2015|A_27|
Q_27.36|policy|Q_27.36|2022-03-17|WI|641.92|66.42|337.16|7516179.09|rivian|1979|A_27|
Q_27.37|policy|Q_27.37|2022-03-13|NY|722.55|23.47|635.47|5527242.66|jeep|1976|A_27|
Q_27.38|policy|Q_27.38|2021-01-26|MT|942.5|44.18|234.46|2528068.74|audi|2003|A_27|
Q_27.39|policy|Q_27.39|2022-01-02|NE|404.91|99.02|520.66|7667970.48|volvo|1980|A_27|
Q_27.40|policy|Q_27.40|2021-01-03|WY|609.21|71.32|974.06|3489937.57|canoo|1976|A_27|
Q_27.41|policy|Q_27.41|2021-01-14|MI|734.38|43.25|213.9|1626299.07|jeep|2010|A_27|
Q_27.42|policy|Q_27.42|2021-06-12|HI|601.89|47.71|862.9|2128616.01|audi|1976|A_27|
Q_27.43|policy|Q_27.43|2022-02-19|WA|533.09|81.62|722.69|6278158.64|porsche|1986|A_27|
Q_27.44|policy|Q_27.44|2021-06-08|MO|294.76|45.99|502.76|5238347.86|chevy|1978|A_27|
Q_27.45|policy|Q_27.45|2021-01-31|OK|830.16|52.08|991.61|5202798.65|rivian|1970|A_27|
Q_27.46|policy|Q_27.46|2021-04-25|AR|741.62|61.41|326.29|499751.59|ford|1997|A_27|
Q_27.47|policy|Q_27.47|2022-01-08|WI|190.8|67.54|404.41|6788623.53|canoo|2011|A_27|
Q_27.48|policy|Q_27.48|2021-01-10|VA|493.5|56.04|543.35|2986463.41|jeep|2005|A_27|
Q_27.49|policy|Q_27.49|2021-09-11|IL|881.25|77.72|601.54|7060169.9|porsche|1980|A_27|
Q_27.50|policy|Q_27.50|2021-10-25|KS|111.5|14.27|806.54|8679537.85|volvo|1998|A_27|
Q_27.51|policy|Q_27.51|2021-10-17|OH|532.02|98.17|635.92|5524395.49|canoo|1977|A_27|
Q_27.52|policy|Q_27.52|2022-03-07|KY|681.3|39.96|889.98|8259891.51|canoo|2008|A_27|
Q_27.53|policy|Q_27.53|2021-06-29|SD|662.5|14.86|685.35|3988282.16|rivian|2006|A_27|
Q_27.54|policy|Q_27.54|2021-05-03|NH|720.18|85.29|972.17|5707326.41|volvo|2021|A_27|
Q_27.55|policy|Q_27.55|2022-02-17|WA|269.42|71.23|968.73|3930550.87|chevy|1975|A_27|
Q_27.56|policy|Q_27.56|2022-02-12|AR|213.67|33.92|423.24|2084284.81|volvo|1996|A_27|
Q_27.57|policy|Q_27.57|2021-01-11|KY|856.17|10.42|477.4|6766026.98|ford|1987|A_27|
Q_27.58|policy|Q_27.58|2022-03-10|KS|311.09|15.8|584.78|140437.91|audi|1995|A_27|
Q_27.59|policy|Q_27.59|2022-03-31|NH|531.8|36.07|606.22|7548942.52|audi|1981|A_27|
Q_27.60|policy|Q_27.60|2021-05-30|CT|772.49|81.73|989.02|6147864.37|jeep|1981|A_27|
Q_27.61|policy|Q_27.61|2021-10-02|HI|996.71|58.51|452.18|2121520.49|ford|1994|A_27|
Q_27.62|policy|Q_27.62|2021-10-03|NV|174.83|76.98|531.68|9433147.8|volvo|2015|A_27|
Q_27.63|policy|Q_27.63|2021-06-08|OR|323.64|21.66|943.01|6130708.82|rivian|1979|A_27|
Q_27.64|policy|Q_27.64|2021-07-20|VA|911.8|47.55|446.3|3193186.82|canoo|2009|A_27|
Q_27.65|policy|Q_27.65|2022-01-29|TN|765.0|73.89|654.0|3595732.14|ford|2003|A_27|
Q_27.66|policy|Q_27.66|2021-07-05|FL|826.46|37.52|136.65|7529470.01|volvo|1983|A_27|
Q_27.67|policy|Q_27.67|2022-04-27|IN|116.53|74.98|829.57|5991331.89|chevy|1981|A_27|
Q_27.68|policy|Q_27.68|2021-09-17|VA|876.31|24.81|103.11|5107713.01|chevy|1995|A_27|
Q_27.69|policy|Q_27.69|2021-08-12|PA|511.78|69.7|307.21|3525115.21|rivian|1978|A_27|
Q_27.70|policy|Q_27.70|2021-01-14|CA|201.6|76.57|721.39|5497774.84|ford|1995|A_27|
Q_27.71|policy|Q_27.71|2021-01-19|VT|767.2|81.41|868.91|8721019.08|volvo|1997|A_27|
Q_27.72|policy|Q_27.72|2021-07-11|FL|448.88|39.14|256.95|6161492.71|ford|2016|A_27|
Q_27.73|policy|Q_27.73|2021-07-24|SD|938.6|77.54|166.14|9364636.19|jeep|1976|A_27|
Q_27.74|policy|Q_27.74|2021-09-17|IL|228.75|50.25|729.91|6247423.92|chevy|1998|A_27|
Q_27.75|policy|Q_27.75|2021-12-17|VT|121.51|28.96|976.0|3082417.74|ford|2021|A_27|
Q_27.76|policy|Q_27.76|2021-09-02|MS|161.25|86.13|631.99|4474959.55|rivian|1972|A_27|
Q_27.77|policy|Q_27.77|2021-02-17|RI|957.7|71.28|747.95|150547.59|audi|1973|A_27|
Q_27.78|policy|Q_27.78|2021-07-27|NC|720.86|37.53|418.93|8499009.01|rivian|2014|A_27|
Q_27.79|policy|Q_27.79|2021-03-08|DC|798.64|48.86|895.11|923556.09|jeep|2012|A_27|
Q_27.80|policy|Q_27.80|2021-12-23|WI|575.62|69.04|130.26|9857112.4|volvo|2015|A_27|
Q_27.81|policy|Q_27.81|2021-04-19|CA|238.7|97.6|183.58|2901642.27|volvo|2011|A_27|
Q_27.82|policy|Q_27.82|2021-08-19|AK|149.15|14.77|830.24|8343578.61|canoo|1996|A_27|
Q_27.83|policy|Q_27.83|2021-05-17|AK|868.29|50.01|303.96|9181634.21|jeep|1973|A_27|
Q_27.84|policy|Q_27.84|2021-05-25|KS|747.46|34.69|581.24|6735470.14|volvo|2000|A_27|
Q_27.85|policy|Q_27.85|2021-01-16|CA|916.2|85.42|643.57|5824761.5|porsche|1977|A_27|
Q_27.86|policy|Q_27.86|2021-09-01|NE|616.53|10.23|805.09|2977476.73|jeep|1991|A_27|
Q_27.87|policy|Q_27.87|2022-01-28|KY|492.46|51.24|749.78|3630253.28|canoo|1995|A_27|
Q_27.88|policy|Q_27.88|2021-07-31|MD|220.79|58.03|640.37|4652216.78|canoo|2011|A_27|
Q_27.89|policy|Q_27.89|2021-10-26|OH|183.0|20.28|601.84|8733877.66|audi|1994|A_27|
Q_27.90|policy|Q_27.90|2021-05-28|MA|319.06|39.19|515.74|4367969.77|porsche|2015|A_27|
Q_27.91|policy|Q_27.91|2021-09-07|NJ|398.85|36.13|454.88|1908630.06|volvo|1999|A_27|
Q_27.92|policy|Q_27.92|2022-02-16|AK|607.21|83.64|822.17|1666476.27|audi|1981|A_27|
Q_27.93|policy|Q_27.93|2021-01-22|DC|547.69|68.95|813.97|8589623.89|rivian|2019|A_27|
Q_27.94|policy|Q_27.94|2021-05-08|MI|819.68|91.99|864.41|7715673.29|ford|2001|A_27|
Q_27.95|policy|Q_27.95|2022-04-07|LA|855.34|86.94|353.22|7161288.63|chevy|2004|A_27|
Q_27.96|policy|Q_27.96|2021-02-10|NY|729.52|98.1|196.8|8645393.42|volvo|2006|A_27|
Q_27.97|policy|Q_27.97|2021-02-04|OK|149.55|50.66|858.07|5971447.3|porsche|1980|A_27|
Q_27.98|policy|Q_27.98|2021-05-20|WV|758.49|90.0|115.93|3611166.65|audi|1978|A_27|
Q_27.99|policy|Q_27.99|2022-04-04|SD|959.81|56.95|808.68|599084.8|ford|2001|A_27|
Q_28.1|policy|Q_28.1|2021-05-25|CA|474.11|51.32|655.66|7183839.76|canoo|1999|A_28|
Q_28.2|policy|Q_28.2|2022-01-27|CT|581.75|55.99|836.23|4832490.55|ford|2013|A_28|
Q_28.3|policy|Q_28.3|2021-07-29|OH|280.11|35.68|249.34|7691538.59|ford|2000|A_28|
Q_28.4|policy|Q_28.4|2021-04-02|NJ|554.49|44.21|801.28|1976150.64|volvo|1990|A_28|
